frame,id,lobeDist,intensity[photon],offset[photon],UncertaintyX,UncertaintyY,UncertaintyZ,x[nm],y[nm],z[nm],Probe
1,1,6.54201856702688,1764.37177823379,11.7409705593154,20.3559749546142,20.940031044255,31.3153213778067,17672.5421654722,26005.7074684646,626.817755759538,0
1,2,7.0147805454252,952.800194928686,8.47710433030031,29.2881773590888,30.3099132228034,45.106453995029,20204.9790017074,14339.6888676397,148.64619496172,0
2,3,6.31575189699872,1086.50573812898,10.0922025757349,27.6715147923384,28.6635431019172,42.6239986693521,21716.6143494547,30600.7526274627,133.894581154405,0
2,4,6.30244012802191,1064.02012576648,12.1721445788682,29.2573644027557,30.4472321678697,45.1056267698172,17091.9756982734,25835.260429103,-326.264809078972,0
3,5,6.7564575290789,1326.30646764363,10.0887092797118,24.0675270948812,24.8250712967294,37.0435746024653,21758.191623007,30692.6272122292,25.123740849782,0
4,6,6.54097461051544,1382.66735795021,10.1453994968184,23.4116860118302,24.1307658044594,36.0292265340418,21711.1709605358,30637.629805169,39.9097126336336,0
4,7,6.84046378510684,994.492053339021,11.9287114967882,30.5930296653928,31.8717648060655,47.1743302065702,17487.5481740632,26008.5763947593,679.157339942708,0
5,8,8.03410053306149,2008.62229720311,9.92727469495931,18.1457088836055,18.5616783684941,27.8862114629589,22190.8024572416,30553.500679379,-650.620553290036,0
5,9,6.35734480008001,877.834347766479,12.1721445788682,33.7063729105421,35.2339545826505,52.0078698831362,16952.1792061866,25904.8180167743,-96.5273374562817,0
6,10,8.05451736126184,1912.05782684176,9.93163169293282,18.7459937164884,19.1930363690567,28.8135047362254,22204.9168462084,30537.9258342821,-674.314954151192,0
6,11,6.61374935484188,1172.78451376648,12.1721445788682,27.271048869408,28.3178908081483,42.0261958790656,16944.4423420758,25953.0292511845,-102.3564816132,0
7,12,6.25013297508077,906.727540269454,10.4074820652712,31.7176681283217,33.010108959447,48.8993325769083,15394.0289575376,12746.0231926494,-31.4391181982375,0
7,13,6.64414779866424,1220.14769588181,12.2309691950724,26.5361485901036,27.5334845062138,40.887805633501,16976.5995740948,26877.9021388524,117.506211565632,0
8,14,5.47437538952541,1888.77883120311,9.92727469495931,18.8971522326375,19.3519909495194,29.0469995396681,22123.2579336435,30081.0244422335,-1526.32562940587,0
8,15,6.46715895231778,938.973604269454,10.4074820652712,30.9235918878761,32.1581298971491,47.6680562850675,15338.1003370104,12760.421646035,31.1501519736621,0
8,16,5.95373492191046,865.57314788181,12.2309691950724,34.1023576239559,35.6637590787048,52.6232488372099,16996.7430947832,26901.3635992566,-3.63705538534019,0
8,17,3.35840011839132,1570.66962336647,9.94821422307425,21.3858061473734,21.9780589953557,32.8937132280958,21793.8054181899,31298.3178962188,-522.610805703677,0
9,18,6.26995121356912,1063.94912826945,10.4074820652712,28.2692081259376,29.3158381505244,43.553798448949,15381.1360046621,12743.3359749596,-1.03229124671233,0
