"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,611.8096696937117,5445.91276989295,146.74605705749184,1051.595027531117,138.67047454783466,21.55191031654059,5751.040658979596,15.381644298361165
1.0,1062.9466995855005,10459.966049277622,117.59077224631913,1134.2119553413524,140.56314075775987,19.151419636464993,5032.766645902204,8.96851674670074
1.0,1231.779160293807,826.2063119696691,183.90677729809823,2912.4698005124496,182.71794737427805,50.98710844497822,18259.95809751576,19.299591025598737
1.0,1491.6973382326316,6891.725664221199,140.26127515453425,1694.464289370598,129.18059697609158,19.772319558463586,4701.044176385249,8.766626832820007
1.0,1749.6476987316037,20139.928383416733,137.80689626646736,2465.787506841906,139.61230440344198,16.842709716422807,3289.4959449134226,5.743318229103849
1.0,2129.2201772412122,18460.625129610737,162.09733990209043,936.2407387288314,124.42323701222276,14.462033734431984,3127.1421234500576,14.90468205137237
1.0,2721.60584076471,6293.545198470221,143.56536600802997,970.5025294064528,132.87538245109354,15.59451959519688,2985.873922773772,12.397096961562767
1.0,4519.672465250974,16558.023372892374,132.67274431694963,717.3588695300932,127.866510646927,15.81562820738765,3788.543128020442,14.203129274181814
1.0,5124.4824903196895,10092.79941147283,135.18498693588933,1754.7108716420519,141.8934098157081,27.72116861802709,7764.66334916081,10.241840468338413
1.0,5288.989047116354,7412.684871994146,151.25291405239724,1542.5122236456168,134.28068186775073,24.605249417537404,7044.782141949628,12.783564082435792
1.0,5789.990160888197,5309.099662953509,135.08247189841626,1149.9008334509163,134.79927346820733,18.1908128402043,4475.625708809621,10.789178411874953
1.0,6025.845249160638,13679.992567286756,116.81308924803865,863.4922837461145,139.15154201938162,17.097888222564446,3553.4411415899535,10.325622488375386
1.0,6107.275557218367,15199.376255741445,148.7313845825161,1146.3451420185218,125.80241515835229,17.413472076359106,4414.520842281312,12.356549262302782
1.0,6151.357141340429,17338.848965692843,113.40999645527977,1130.2205409252058,133.42959770536558,16.943279326071043,3838.112830415626,7.847471623819094
1.0,6352.526790454746,11541.695072403214,122.74725750736094,707.7909200280269,148.9249266069644,28.388808191961672,8932.540666520657,20.214100832176392
1.0,6297.353713829158,20114.184347318514,127.21995031752206,782.3739263340582,134.46141149574524,19.131830937445702,4654.457830079035,14.13467141719068
1.0,6391.489477478829,9528.10231262237,152.437682064484,1320.568548169565,129.42414877880404,16.07287384983264,3443.697919178791,10.78465648137927
1.0,6681.208582751178,3571.4987837734407,184.53705403423487,2844.5052641025327,157.5508524524659,41.521243697821525,12093.077675760891,16.441680615335397
1.0,6932.943457313836,5412.661468238428,166.77257958138853,2168.865695369853,151.94860062149047,32.000279635329456,8729.59318272206,13.929497198560957
1.0,6883.832703359295,12727.52017238871,121.39948221768192,1082.9246717783462,137.99040284371804,15.792908925134645,3184.3713941862984,8.665339551671321
1.0,7227.734372799627,18359.339422712594,155.17868908762597,1327.5065738819085,137.69071136022603,29.216971371419696,9192.838606582618,17.80735486742153
1.0,7686.789382218797,5862.80633625606,120.93440868440308,1213.647814768355,152.21529543762838,18.97098641712934,4407.002038596269,8.820060271478358
1.0,7771.28286269937,9748.796939108828,106.77336266483488,859.8589444870512,148.2461291079483,27.296607381600623,8546.115553921525,12.616740029627461
1.0,8362.788655991588,1715.546830289753,147.4176561684216,820.6825845785695,151.4783519396389,16.83867779621484,3301.2337538433367,15.911737618414682
1.0,8324.998669279636,13416.121096716219,114.83027332285938,1226.6818638590996,140.83934345669525,19.266382759797352,4931.667419939587,8.11511781979362
1.0,8688.156467918636,8210.871364435074,116.10382442993993,663.584002544164,137.62357532737354,14.934632271949274,2890.5769843185453,11.632051505286269
