"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,31241.884047982367,35310.46870973897,141.37861992713167,842.3730841880227,110.43229362203182,16.34447496151816,4687.037307723336,14.123812619894531
1.0,39453.821482353545,988.0609284183397,111.49449899064545,469.31520461819906,111.17999882196584,17.27785835655675,4832.794629662676,16.29963653725218
2.0,18405.941460153805,38842.093821082904,159.96865662687114,1537.4235941351328,119.72447800264172,17.061206490234955,4190.037624861516,10.715912854250758
2.0,31167.551344407882,35400.79079444665,133.11219339509753,4424.710393350694,145.40853872783148,31.502964229562707,8830.409865393172,4.930189541364519
3.0,13973.978184106434,37413.57487402639,232.7676280033954,1099.5359650479738,113.93131921774743,18.99179117143026,5362.88494541765,31.16293843671914
3.0,30329.836038697907,34224.272637048714,143.34010932609806,580.0598325891884,109.99007691687204,14.418700049199607,3510.8774597284646,18.26982714077038
3.0,31330.50642072109,35196.74901988295,126.45271191610665,2654.348753575166,129.83406007976876,18.837602565108977,3726.5881941295393,5.064042828038855
6.0,37920.2164612234,1823.7795645100387,129.33104333277888,1799.6544537692853,119.28042850318405,17.329419894437283,4356.435406349126,6.748995865225734
7.0,37928.28837435481,1828.443338871641,126.9761569348968,2067.4354168390983,119.48657079726142,19.063712220646867,4719.799188383753,6.211993408278273
8.0,37932.353966759634,1824.8764869478339,131.42849270952524,2167.136902852333,122.45663586717616,20.7473777115561,5357.223662160854,6.640794920600939
9.0,15294.90994857954,39282.812582910505,103.94622447012202,797.0327902028047,123.37553815559691,14.444092027436405,3097.79460669353,8.238443978985384
9.0,16615.437019462697,40218.29295624553,281.6061055656579,1637.143390150008,116.7514469952525,20.60720103975698,5666.417224004785,32.99575774148695
9.0,37929.747744129825,1819.8653058422883,124.32437438844265,2146.302581411347,123.73465059073267,18.84000123503098,4017.785052725367,5.803835851861608
10.0,37941.981461280535,1827.7850666199504,121.69038776328705,2057.5631894389694,126.52363330284935,17.817148911440793,4288.6392400431305,5.636068476109164
11.0,16657.547202435144,39729.808899260344,166.39867626759016,1132.0307454434092,115.25159342279109,17.048511567192442,4001.392212637083,14.954670323857984
11.0,37935.47922903265,1822.61631325487,123.78341772153833,2168.4642630906587,125.27145590040371,18.357309456795583,4678.3432888374355,5.641822426329275
12.0,11431.267166661497,19716.20976466975,130.75685933917615,3096.5842788674718,161.35651417206364,23.538921223422197,5262.015997489016,5.339980466737586
12.0,16626.727174939955,39763.64452804358,99.6804945591822,656.3215557028864,111.76362607305938,15.358602594147204,3526.740986018812,9.340003241658435
12.0,20828.656272909284,39957.483925014065,123.10830147345905,2508.159132981673,121.79727560468542,24.227312213997607,7691.129141700979,5.850701983266693
12.0,22109.578088833387,24285.365856375774,305.4697431245737,2456.3776785623486,116.35629070453561,22.737789600623888,6221.477813625743,28.6099021079107
12.0,27422.516302101096,20605.458416831716,142.14602323229985,1261.8738450356354,155.89642355338975,28.676939741764,9006.24393512521,15.598304912824752
12.0,30861.25257698278,15185.95807553414,305.2135151516957,1991.7384836497877,122.90951828322335,19.702624117277917,4971.048118226523,30.63979666487292
12.0,31377.87251119116,20151.498928610094,116.5310085215535,496.46191036874666,124.1372963812441,13.300177928484928,2888.9495073271714,13.802820899694874
12.0,37935.55651503699,1817.7018159259903,122.60996663565147,1911.7775369158426,124.04355546012329,18.02638393623,4726.5048916188925,6.066640576524349
13.0,10798.410223437613,17830.99180794379,341.2350229522489,2448.8165553605754,124.89840558002146,24.02005864346492,6959.458074375669,37.32061053467499
13.0,11340.892397649224,19567.043715843083,172.90587134902694,3065.1695035673906,161.41455082036805,31.57415181698014,7909.34350800162,10.699473426432032
13.0,15103.56616494452,37516.72895224323,133.10842163853462,1485.2515965621506,131.1263380893524,31.160557053771765,11210.71787829385,12.75313576356803
13.0,20439.068994940648,37839.01494529773,134.1070113885901,1710.0110191516303,120.74682002108399,17.269354097337146,4116.780801582832,7.420341650518258
13.0,20753.228401817312,39887.525767249186,163.29248444086357,1237.1716906316349,112.36122899068657,14.154243083040445,2984.3178392350424,11.718609964947301
13.0,21825.68511917105,38360.64315129955,133.88203495667614,1993.2691620397384,122.55918657202446,17.79611538777123,4436.5166227710215,6.670949163274571
13.0,29457.205206176975,22459.185829648937,150.87172868812516,1464.1899934522228,135.64184864187362,18.145036312643374,4090.7793969334953,10.56573344665919
13.0,31260.26869267209,20960.204894831375,115.85250397774473,1001.9856565643773,129.035475752537,15.926228291339312,3563.063079655735,8.61033914981052
14.0,20546.757884381866,37716.93752321213,182.17403937431206,5506.732237692779,142.6279857277411,54.46783678485499,16441.499555172704,10.934315291459152
15.0,1385.3043203253071,26145.185434793955,196.99596569762505,1118.1251464172128,115.20038665704226,14.644421789337443,3214.8505406374647,18.114223129237967
15.0,7459.059619131249,22503.527835047145,189.53724134729262,897.8413604942459,133.52594663078347,16.522010570647964,3591.7093913787253,22.733915892178334
15.0,9750.117000455279,24209.52305031945,400.95924483864826,5268.054928108862,118.9084714213403,24.827192468727834,6549.556194683651,25.14212148728755
15.0,11130.521901158458,22487.29048354802,141.12764295912282,659.5832333979107,135.0681702195472,18.37642973361197,4550.281717030274,19.227491580037782
15.0,20680.330217157778,37779.68047979851,126.68845298237525,4288.485386079754,142.47959244150275,21.447081461562963,5423.416411590366,3.792287850188501
16.0,5496.835563737302,21833.281145097724,133.58487884134942,487.9303952895081,132.0564689672058,17.34091787257407,4515.146845280275,21.847625080503246
16.0,7224.670764972807,21970.911413029986,177.33909188255558,1770.6102634809017,136.13722503394624,20.8693236655061,4671.324220627488,13.164657729021911
16.0,20682.828951708467,37779.704815254445,132.06154674057558,4349.602783442456,138.10468618078102,29.528904067014807,8608.232607850223,4.7370734462084325
16.0,38007.117862528925,1583.1616143527026,143.82495300026306,1655.277396502631,119.28873246409609,13.729271513133078,2857.296713426505,7.451874802940149
17.0,20544.780532446253,37636.426104393504,199.03437864609162,6604.2908430814505,139.76135391571253,65.4687510383361,23837.1269685486,12.869607365544548
18.0,20347.324767793318,37494.77961739447,116.35512691291561,2302.394835754083,130.73098913503088,21.13917263323879,5511.627673522666,5.294889725674946
19.0,12099.847560223978,37208.24585841462,159.11363967857372,1205.6342168847032,127.79031507889218,16.89224841047083,3461.3283853882126,12.993631497277663
19.0,13275.787146472818,36800.5089952376,198.29267118937176,897.8429834375971,126.31152083573362,15.67870814777684,3525.691361464728,23.635375236676936
19.0,14092.272234073953,36886.13336480953,211.67519164452415,984.7871556881909,114.24179694320371,15.015586439613227,3165.6706022097096,23.6039025717831
19.0,20374.36490457598,37505.87377658652,111.56956948192348,1075.558178277741,122.60681198132079,13.621031644344697,2775.93989847652,7.0576300829459315
19.0,20659.225659243315,34956.982078905006,111.3874371489695,1613.1469795399414,132.57187498176242,22.701044538656692,6728.426772577613,6.855285290882629
19.0,21597.03115953565,37233.573823066305,151.84852686133053,2566.354573100678,127.54500619288548,21.179515261060708,5065.988114276441,7.401961666116768
20.0,14185.479152462467,36942.70393567105,141.84870589024692,6007.410446982948,153.80023957084805,46.079315260800925,14954.323440821614,5.5434278340876615
20.0,20581.08401973144,34887.30065005603,115.45814710652903,1786.6267705862372,162.14739015918144,79.29830695452296,31645.276045344654,19.081973814557376
20.0,21187.97801771237,35000.17408637766,137.19147922961548,3192.3284363718817,157.70480500402635,38.207985980269,11228.895769950548,7.930954599135408
21.0,3101.4103173291955,37106.959121976055,155.95473529475092,865.3042215808791,117.20850423861964,18.685892351334125,4791.33869854079,18.245271221451652
21.0,3752.9659938814525,32076.66471328854,312.1346747449074,1834.458172099628,108.39357816244102,18.85096711914364,4747.536542788535,33.224101518723195
21.0,11414.573342559099,31326.306950164362,132.46938091296445,532.1154640096021,127.12575577729413,16.19962642332718,4003.5767653392536,18.805470621150384
21.0,13475.744578528986,38219.13110893658,367.0402944032314,2614.9343020643937,111.63487713326953,27.985443103971612,8898.971150592986,46.58735358089414
21.0,20534.60050798514,34868.49128074383,135.45989651114874,5741.62197174879,177.7115768298271,34.12941094861796,8678.939370611703,4.311113279512424
21.0,32754.267465113047,19768.0927658617,174.4525409144293,714.9376045388121,123.4217193914911,16.265628067149226,4082.789474369742,23.76321010315466
22.0,14304.710689482325,31376.706229613563,127.78895465964796,696.1425293550859,142.9739850983842,16.09215266660814,3322.7993760518398,13.842081563753414
22.0,20549.399982139286,34868.02023756933,151.83407060817146,6868.874240978656,171.50901383899134,52.38874149982528,16402.319093631744,6.144409906905616
23.0,3768.466436300423,26697.72534204718,117.63412036805549,1381.3590253251807,137.12052367445014,15.199214280615893,2878.3620301126493,6.6788337415523
23.0,21171.35854000338,35123.166820704915,171.38257594601998,2641.6399002077196,143.78929404637782,33.08260309784004,9978.675674089807,12.551822567955544
23.0,21817.62468941813,35066.19627507523,137.1770072003757,1824.8197831097978,149.5543819430618,44.77971695971334,15490.163542264165,15.289142345957753
24.0,12653.669398766406,32344.897858939617,189.04524782858468,1748.0694001802447,142.16276933215235,22.64758333834876,4840.336142672587,15.975580453553954
24.0,15239.93922854161,31543.108172225806,216.36358869570884,1033.714060829787,129.36507873944726,18.291167322812814,4333.58909024666,27.834087221690012
24.0,21869.642180826715,35120.743868518584,143.79496271334557,2001.3418445855411,149.66851114274237,18.136900568144444,3523.3814036994245,7.5247659672903175
24.0,33309.20474047047,23436.193953131427,130.48992108338047,476.536613737994,123.87115730416417,16.5983441997184,4450.154475070604,20.629611223010354
25.0,14726.195980025395,24904.303797047563,200.80473345165007,1315.7411852389482,147.99525451815364,18.267822600937773,3883.728948406483,19.351405540062558
25.0,21204.186789448693,34638.40917011001,132.65548101543456,3007.533302217502,171.35398925866645,55.88174344440981,20199.157794753708,10.894317302906417
25.0,21739.994022288414,34758.50498372629,241.6118655657694,3469.2199370913313,136.92365215498674,52.20086705781231,19734.56139679243,28.307025453041863
25.0,29148.952588305605,26864.107099417357,119.97620933653536,2160.079012746422,148.90901272680452,21.023112755039,5824.638944202716,5.814974942668746
26.0,20197.13213951876,10744.063274975259,152.67779476152606,963.8658860525585,158.39620010208853,22.764422514736136,6360.463544246589,18.758341038014397
26.0,23327.924434358665,35859.149539889484,155.36303340586372,4676.927209396235,153.62243646051735,50.602702119006366,13418.243008161551,8.86440133916237
27.0,18953.96156912075,31436.765541629815,115.08150008264083,1171.2485591239272,152.28806218869354,30.853242469926744,9643.7281635265,12.058586943093594
27.0,20207.349364396505,10794.80539987579,129.71642178502123,597.2115720140899,146.9779562400056,16.945837436753152,3950.615922294541,16.926184382659002
27.0,22920.679441021726,37177.4163328452,155.15574330706832,632.5878640238499,121.05366835393924,14.639967777439654,3053.504052158818,19.69802633232032
