"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,611.9593026095126,9139.637796940418,112.7629601926548,1006.8243124480489,202.0840826404064,50.0503199420478,16480.704736776133,20.604827293564497
1.0,900.0910182095315,8540.421836904896,177.8197358600847,1484.6260039184174,201.0310227215051,42.96587080386245,13867.666759831358,29.60581963532193
1.0,1348.4777157860115,15735.241233051627,152.3587768180532,1207.245785123473,174.86791354838266,17.56263107565389,3334.2750951292364,12.392452698314818
1.0,1554.4754269466487,3448.7001155070066,135.35058375501498,1031.7196455034484,194.86437839834636,21.045368862620588,4027.8105211715315,13.280914162978085
1.0,1879.4076368168141,10089.051244825781,118.32900800639831,1065.035672539798,197.7249753448323,21.739825276026316,4688.7463690083105,10.463209402507006
1.0,1773.4908530967598,19478.085227186504,201.45244391846305,2385.8951257851863,169.8900476816737,31.79442635284488,7834.833312270064,18.046119824037397
1.0,1937.3053079050337,8885.340203323702,121.96331446712014,1415.5928477185207,206.39985127257358,42.38693315970641,12627.63369930688,14.82308002457214
1.0,2480.8928785264316,8141.034773910359,116.75222077662256,1963.441324436503,196.94166881772236,23.096797915175376,4849.8830324234095,6.3654257178546265
1.0,2390.387810095489,14588.887062715557,195.01810480542719,2396.971207369576,170.5689714949715,25.51949736530855,5520.819858503806,13.985831055123601
1.0,3293.944476717295,5458.169123640911,146.8764263361079,2751.8650832012254,191.20268506712642,23.93986684552218,4475.172973322497,7.173442755958684
1.0,3254.70779750763,14244.587369568466,110.98171259463399,834.058318913031,187.23450080436524,26.387890192418165,6492.713340807537,13.528596382897298
1.0,3262.4169232716645,15257.037794676837,105.20946385438222,1472.2308763351498,193.29002976204643,18.932330315845505,3175.899955439323,6.05069733197366
1.0,3589.7102936811825,1374.0758063086034,118.7092140856292,1018.2217565520232,216.95794457094797,22.284071529598464,4017.152805644223,11.149176080010431
1.0,3558.9608225219527,6482.685162119184,124.52607827889885,1080.703457749303,181.50271601688235,15.672985906204968,2551.9127215571216,8.995823500754135
1.0,3619.5623931216824,17024.276057662275,121.57843322555527,1206.5259493780995,175.12003015257804,15.75911221130467,2610.226325097555,7.956424746474604
1.0,3825.8589979363596,12977.120484797968,121.21060213814032,1206.4840530439283,180.88330191577884,29.79172146591929,7598.431237910678,12.52780723628836
1.0,4187.41781902076,13728.267512355276,152.8517601031333,1496.351511853459,203.62832015747827,30.536564780019035,7904.400601998275,16.082017662076286
1.0,4606.251455614993,11912.269702047186,147.26889373221744,1440.9483020891048,192.93608878754347,19.276203496752107,3318.33366371749,10.735333122833005
1.0,4476.149690057437,20801.03595396019,158.54230230721856,1204.6880028409648,166.91388117103853,18.705278327333442,3684.633579029036,13.960883752305584
1.0,4700.0780326924105,1582.3760843819164,168.30384929872983,1240.1393975274152,277.0073555660185,62.34862839065605,19468.947020352403,45.426706674241935
1.0,4735.144221849743,4337.347939738551,119.01152600935009,987.3916721018504,187.37234810600734,18.3977454448088,3487.479979261337,10.003102242281702
1.0,4695.7773385448045,9686.910898937702,141.92953078782088,1438.7223049604452,167.66446656799755,13.625195050979336,2030.7593002932297,8.1022775230444
