Q (L/min)              Time (s)                   N_bound (mol/m^2)
5.000000000000001E-5     200                      4.642563999429764E-13
5.000000000000001E-5     210                      4.708385587190824E-13
5.000000000000001E-5     220                      4.77100313408497E-13
5.000000000000001E-5     230                      4.828166871616136E-13
5.000000000000001E-5     240                      4.879517217759722E-13
5.000000000000001E-5     250                      4.926752371056668E-13
5.000000000000001E-5     260                      4.972786121125446E-13
5.000000000000001E-5     270                      5.020303697556449E-13
5.000000000000001E-5     280                      5.069605418326186E-13
5.000000000000001E-5     290                      5.115164105817868E-13
5.000000000000001E-5     300                      5.159787716508479E-13
5.000000000000001E-5     310                      5.202607565791572E-13
5.000000000000001E-5     320                      5.243182836691707E-13
5.000000000000001E-5     330                      5.282375520164832E-13
5.000000000000001E-5     340                      5.321178862341757E-13
5.000000000000001E-5     350                      5.359336363358849E-13
5.000000000000001E-5     360                      5.395587602382853E-13
5.000000000000001E-5     370                      5.430480163678742E-13
5.000000000000001E-5     380                      5.465964271672674E-13
5.000000000000001E-5     390                      5.501061722295273E-13
5.000000000000001E-5     400                      5.535452998584072E-13
5.000000000000001E-5     410                      5.568495261526941E-13
5.000000000000001E-5     420                      5.600942476209762E-13
5.000000000000001E-5     430                      5.63303672356689E-13
5.000000000000001E-5     440                      5.664418530431503E-13
5.000000000000001E-5     450                      5.695110918947537E-13
5.000000000000001E-5     460                      5.725484563405437E-13
5.000000000000001E-5     470                      5.755067197631859E-13
5.000000000000001E-5     480                      5.784012926844049E-13
5.000000000000001E-5     490                      5.812981116316465E-13
5.000000000000001E-5     500                      5.841510064146421E-13
5.000000000000001E-5     510                      5.869215813859611E-13
5.000000000000001E-5     520                      5.896567908326422E-13
5.000000000000001E-5     530                      5.923877477263288E-13
5.000000000000001E-5     540                      5.950674470307074E-13
5.000000000000001E-5     550                      5.976724663885332E-13
5.000000000000001E-5     560                      6.002689434890519E-13
5.000000000000001E-5     570                      6.028471561747829E-13
5.000000000000001E-5     580                      6.053668487733647E-13
5.000000000000001E-5     590                      6.07820341945545E-13
5.000000000000001E-5     600                      6.102748111456651E-13
5.000000000000001E-5     610                      6.127068166715672E-13
5.000000000000001E-5     620                      6.150762613730539E-13
5.000000000000001E-5     630                      6.173880442900759E-13
5.000000000000001E-5     640                      6.197046231082772E-13
5.000000000000001E-5     650                      6.219880409416827E-13
5.000000000000001E-5     660                      6.242032004180119E-13
5.000000000000001E-5     670                      6.263805730766515E-13
5.000000000000001E-5     680                      6.285564085063711E-13
5.000000000000001E-5     690                      6.306887527953622E-13
5.000000000000001E-5     700                      6.327517922457273E-13
5.000000000000001E-5     710                      6.347973316508042E-13
5.000000000000001E-5     720                      6.368330456124582E-13
5.000000000000001E-5     730                      6.388217605220305E-13
5.000000000000001E-5     740                      6.407409016567538E-13
5.000000000000001E-5     750                      6.426486301049143E-13
5.000000000000001E-5     760                      6.445395518865884E-13
5.000000000000001E-5     770                      6.463752965649229E-13
5.000000000000001E-5     780                      6.481481557978973E-13
5.000000000000001E-5     790                      6.499207579369932E-13
5.000000000000001E-5     800                      6.516679302135075E-13
5.000000000000001E-5     810                      6.533550948306859E-13
5.000000000000001E-5     820                      6.549961959606734E-13
5.000000000000001E-5     830                      6.566356442658137E-13
5.000000000000001E-5     840                      6.58240852096298E-13
5.000000000000001E-5     850                      6.597838390326837E-13
5.000000000000001E-5     860                      6.612986243776463E-13
5.000000000000001E-5     870                      6.628063718497095E-13
5.000000000000001E-5     880                      6.642718876352133E-13
5.000000000000001E-5     890                      6.656765804250667E-13
5.000000000000001E-5     900                      6.670669027941314E-13
5.000000000000001E-5     910                      6.684467518570871E-13
5.000000000000001E-5     920                      6.697813237881215E-13
5.000000000000001E-5     930                      6.710562530791014E-13
5.000000000000001E-5     940                      6.72332656617598E-13
