spatialFrequency, correlation, smoothCorrelation
0.0156423,0.292831,0.27815
0.0156653,0.290238,0.276955
0.0156883,0.274403,0.275762
0.0157113,0.287986,0.274573
0.0157343,0.260753,0.273386
0.0157573,0.274823,0.272202
0.0157803,0.250768,0.271021
0.0158033,0.255258,0.269843
0.0158263,0.256761,0.268667
0.0158493,0.239038,0.267494
0.0158723,0.247442,0.266325
0.0158953,0.243659,0.265158
0.0159183,0.25586,0.263994
0.0159413,0.251005,0.262833
0.0159643,0.252403,0.261675
0.0159873,0.264569,0.260521
0.0160103,0.258771,0.259369
0.0160333,0.259132,0.258221
0.0160563,0.24506,0.257075
0.0160793,0.250715,0.255934
0.0161023,0.24755,0.254795
0.0161253,0.246555,0.253659
0.0161483,0.242249,0.252527
0.0161713,0.217547,0.251398
0.0161943,0.224106,0.250273
0.0162173,0.235394,0.24915
0.0162403,0.22575,0.248031
0.0162633,0.213077,0.246915
0.0162863,0.221695,0.245802
0.0163093,0.241053,0.244693
0.0163324,0.240578,0.243587
0.0163554,0.242419,0.242485
0.0163784,0.21476,0.241387
0.0164014,0.222619,0.240292
0.0164244,0.210061,0.2392
0.0164474,0.248639,0.238113
0.0164704,0.250578,0.23703
0.0164934,0.240844,0.235951
0.0165164,0.229321,0.234876
0.0165394,0.223327,0.233805
0.0165624,0.209057,0.232739
0.0165854,0.220037,0.231676
0.0166084,0.219743,0.230619
0.0166314,0.232987,0.229565
0.0166544,0.226045,0.228517
0.0166774,0.242315,0.227473
0.0167004,0.249367,0.226433
0.0167234,0.25478,0.225399
0.0167464,0.237001,0.22437
0.0167694,0.227605,0.223345
0.0167924,0.239714,0.222325
0.0168154,0.242071,0.22131
0.0168384,0.219518,0.2203
0.0168614,0.251224,0.219294
0.0168844,0.244104,0.218294
0.0169074,0.249955,0.217298
0.0169304,0.266515,0.216307
0.0169534,0.237995,0.21532
0.0169764,0.223148,0.214338
0.0169994,0.197031,0.213361
0.0170225,0.216182,0.212388
0.0170455,0.194514,0.211419
0.0170685,0.200796,0.210455
0.0170915,0.190674,0.209496
0.0171145,0.196627,0.208541
0.0171375,0.185246,0.20759
0.0171605,0.197325,0.206643
0.0171835,0.198583,0.2057
0.0172065,0.188382,0.204762
0.0172295,0.194848,0.203828
0.0172525,0.210584,0.202898
0.0172755,0.210701,0.201972
0.0172985,0.18837,0.20105
0.0173215,0.172579,0.200131
0.0173445,0.182972,0.199216
0.0173675,0.181315,0.198305
0.0173905,0.171786,0.197397
0.0174135,0.191967,0.196493
0.0174365,0.179102,0.195592
0.0174595,0.179637,0.194694
0.0174825,0.190174,0.193799
0.0175055,0.173922,0.192907
0.0175285,0.163397,0.192019
0.0175515,0.16162,0.191133
0.0175745,0.163297,0.190251
0.0175975,0.161237,0.18937
0.0176205,0.175961,0.188493
0.0176435,0.164931,0.187618
0.0176665,0.149958,0.186746
0.0176895,0.150032,0.185877
0.0177126,0.167991,0.18501
0.0177356,0.164412,0.184145
0.0177586,0.139393,0.183282
0.0177816,0.169568,0.182422
0.0178046,0.165861,0.181565
0.0178276,0.171828,0.180709
0.0178506,0.175319,0.179856
0.0178736,0.154495,0.179004
0.0178966,0.181223,0.178156
0.0179196,0.183604,0.17731
0.0179426,0.181925,0.176466
0.0179656,0.185354,0.175624
0.0179886,0.173389,0.174785
0.0180116,0.17126,0.173948
0.0180346,0.152993,0.173114
0.0180576,0.144586,0.172283
0.0180806,0.130082,0.171453
0.0181036,0.153129,0.170627
0.0181266,0.186034,0.169802
0.0181496,0.190784,0.168981
0.0181726,0.159458,0.168162
0.0181956,0.159878,0.167345
0.0182186,0.136808,0.16653
0.0182416,0.136741,0.165717
0.0182646,0.175032,0.164908
0.0182876,0.160431,0.164101
0.0183106,0.185588,0.163295
0.0183336,0.183278,0.162492
0.0183566,0.174984,0.161691
0.0183796,0.173515,0.160892
0.0184026,0.170692,0.160096
0.0184257,0.167076,0.159301
0.0184487,0.154759,0.158509
0.0184717,0.150314,0.157718
0.0184947,0.138048,0.156929
0.0185177,0.143439,0.156143
0.0185407,0.158077,0.155358
0.0185637,0.154355,0.154575
0.0185867,0.141666,0.153794
0.0186097,0.152095,0.153014
0.0186327,0.145849,0.152237
0.0186557,0.128452,0.151462
0.0186787,0.147803,0.150689
0.0187017,0.167003,0.149917
0.0187247,0.159426,0.149148
0.0187477,0.151749,0.14838
0.0187707,0.140863,0.147616
0.0187937,0.134344,0.146853
0.0188167,0.145097,0.146091
0.0188397,0.141798,0.145333
0.0188627,0.158807,0.144577
0.0188857,0.168415,0.143823
0.0189087,0.142826,0.143072
0.0189317,0.145265,0.142324
0.0189547,0.156175,0.141578
0.0189777,0.149235,0.140835
0.0190007,0.160081,0.140094
0.0190237,0.18591,0.139358
0.0190467,0.161326,0.138624
0.0190697,0.152203,0.137892
0.0190927,0.134318,0.137165
0.0191158,0.0951691,0.136441
0.0191388,0.107096,0.13572
0.0191618,0.124541,0.135002
0.0191848,0.131831,0.134289
0.0192078,0.172637,0.133579
0.0192308,0.165489,0.132873
0.0192538,0.154942,0.132171
0.0192768,0.125361,0.131473
0.0192998,0.128285,0.130779
0.0193228,0.13581,0.13009
0.0193458,0.120192,0.129405
0.0193688,0.155904,0.128724
0.0193918,0.1574,0.128048
0.0194148,0.124745,0.127377
0.0194378,0.120923,0.12671
0.0194608,0.12732,0.126048
0.0194838,0.13842,0.12539
0.0195068,0.136814,0.124737
0.0195298,0.118622,0.124088
0.0195528,0.119954,0.123444
0.0195758,0.126066,0.122805
0.0195988,0.117584,0.12217
0.0196218,0.110304,0.121539
0.0196448,0.11092,0.120912
0.0196678,0.128363,0.12029
0.0196908,0.14627,0.119671
0.0197138,0.126852,0.119057
0.0197368,0.12451,0.118446
0.0197598,0.124103,0.117839
0.0197828,0.0963804,0.117236
0.0198059,0.100488,0.116636
0.0198289,0.099729,0.11604
0.0198519,0.0897993,0.115447
0.0198749,0.0978474,0.114858
0.0198979,0.0985902,0.114271
0.0199209,0.105752,0.113687
0.0199439,0.126617,0.113106
0.0199669,0.122133,0.112528
0.0199899,0.131035,0.111953
0.0200129,0.122988,0.111381
0.0200359,0.120511,0.110811
