spatialFrequency, correlation, smoothCorrelation
0.0197674,0.0328215,0.0757881
0.019798,0.0261645,0.0751939
0.0198286,0.0336607,0.0746074
0.0198592,0.0490787,0.0740284
0.0198898,0.0631532,0.0734569
0.0199204,0.050828,0.0728935
0.019951,0.0443231,0.0723386
0.0199816,0.0482889,0.071792
0.0200122,0.0893044,0.0712546
0.0200428,0.0929092,0.0707265
0.0200734,0.0896036,0.0702074
0.020104,0.107228,0.0696979
0.0201346,0.0854588,0.0691982
0.0201652,0.0842417,0.0687081
0.0201958,0.0891207,0.0682274
0.0202264,0.079936,0.0677565
0.020257,0.0671462,0.0672947
0.0202876,0.0761768,0.0668423
0.0203182,0.0563014,0.0663991
0.0203488,0.0547432,0.0659649
0.0203794,0.10392,0.0655401
0.02041,0.10248,0.0651242
0.0204406,0.095217,0.0647178
0.0204712,0.0964292,0.0643204
0.0205018,0.0935847,0.0639323
0.0205324,0.0842918,0.0635537
0.020563,0.0630486,0.0631838
0.0205936,0.0574546,0.0628233
0.0206242,0.0849767,0.0624712
0.0206548,0.0734665,0.0621277
0.0206854,0.0511213,0.0617924
0.020716,0.0388336,0.0614651
0.0207466,0.0368527,0.0611456
0.0207772,0.0374324,0.0608334
0.0208078,0.0325143,0.0605286
0.0208384,0.039128,0.0602306
0.020869,0.0464217,0.059939
0.0208996,0.04576,0.0596539
0.0209302,0.0359505,0.0593745
0.0209608,0.0340898,0.0591006
0.0209914,0.0281314,0.0588321
0.021022,0.0156669,0.0585683
0.0210526,0.0247759,0.0583091
0.0210832,0.0632355,0.0580537
0.0211138,0.09303,0.0578019
0.0211444,0.103037,0.0575532
0.021175,0.0726697,0.0573072
0.0212056,0.0559881,0.0570632
0.0212362,0.0695288,0.0568205
0.0212668,0.0566041,0.0565786
0.0212974,0.0615996,0.0563368
0.021328,0.0627681,0.0560943
0.0213586,0.0691491,0.0558504
0.0213892,0.073335,0.0556047
0.0214198,0.0762601,0.0553564
0.0214504,0.10317,0.0551049
0.021481,0.0984026,0.0548503
0.0215116,0.0734321,0.0545918
0.0215422,0.0410733,0.0543292
0.0215728,0.0401291,0.0540625
0.0216034,0.0231763,0.0537914
0.021634,0.0256812,0.0535159
0.0216646,0.0407534,0.053236
0.0216952,0.0440289,0.0529518
0.0217258,0.0405843,0.0526634
0.0217564,0.0393122,0.0523708
0.021787,0.0126437,0.0520742
0.0218176,0.0270399,0.051774
0.0218482,0.0547872,0.05147
0.0218788,0.0492688,0.0511625
0.0219094,0.0364908,0.0508514
0.02194,0.0282612,0.050537
0.0219706,0.0294679,0.0502192
0.0220012,0.0273896,0.0498981
0.0220318,0.0492377,0.0495734
0.0220624,0.0442339,0.0492455
0.022093,0.0529817,0.048914
0.0221236,0.0522614,0.0485789
0.0221542,0.0514746,0.0482405
0.0221848,0.0487347,0.0478988
0.0222154,0.0341616,0.0475538
0.022246,0.0412484,0.0472062
0.0222766,0.0561984,0.046856
0.0223072,0.0479562,0.0465031
0.0223378,0.0463464,0.0461484
0.0223684,0.0601494,0.0457918
0.022399,0.0537751,0.0454337
0.0224296,0.0593649,0.0450745
0.0224602,0.0516717,0.0447144
0.0224908,0.0814708,0.0443537
0.0225214,0.0825848,0.0439924
0.022552,0.0708852,0.0436313
0.0225826,0.0632152,0.0432709
0.0226132,0.04655,0.0429113
0.0226438,0.0576011,0.0425527
0.0226744,0.064014,0.0421959
0.022705,0.0595635,0.0418408
0.0227356,0.0521647,0.0414876
0.0227662,0.0610116,0.041137
0.0227968,0.066753,0.0407892
0.0228274,0.0391371,0.0404446
0.022858,0.0160366,0.0401032
0.0228886,0.0284979,0.0397655
0.0229192,0.0252543,0.0394319
0.0229498,0.041653,0.0391024
0.0229804,0.0686033,0.0387778
0.023011,0.058661,0.0384576
0.0230416,0.0319562,0.0381422
0.0230722,0.0240346,0.0378318
0.0231028,0.0225476,0.0375264
0.0231334,0.0459314,0.0372258
0.023164,0.0549739,0.03693
0.0231946,0.0334532,0.0366387
0.0232252,0.0246759,0.0363518
0.0232558,0.019837,0.0360696
0.0232864,0.0218452,0.0357914
0.023317,0.0268498,0.0355172
0.0233476,0.0331683,0.0352469
0.0233782,0.0492548,0.0349805
0.0234088,0.0317038,0.0347176
0.0234394,0.0225035,0.0344583
0.02347,0.0325767,0.0342021
0.0235006,0.0505497,0.0339489
0.0235312,0.0412057,0.0336984
0.0235618,0.0364965,0.0334502
0.0235924,0.0412575,0.033204
0.023623,0.0154778,0.0329598
0.0236536,0.00772679,0.0327173
0.0236842,0.0366894,0.0324763
0.0237148,0.0364719,0.0322366
0.0237454,0.0576679,0.0319983
0.023776,0.084949,0.0317608
0.0238066,0.0591177,0.0315246
0.0238372,0.040405,0.0312892
0.0238678,0.0315399,0.0310549
0.0238984,0.0456877,0.0308214
0.023929,0.0651402,0.0305887
0.0239596,0.072161,0.0303569
0.0239902,0.0421534,0.0301256
0.0240208,0.0402422,0.0298949
0.0240514,0.0263542,0.0296648
0.024082,0.0108569,0.0294349
0.0241126,0.00745391,0.0292054
0.0241432,-3.20818e-05,0.028976
0.0241738,-0.00055264,0.0287469
0.0242044,0.00953124,0.0285175
0.024235,-0.0188288,0.0282877
0.0242656,-0.0373227,0.0280573
0.0242962,-0.0227762,0.0278261
0.0243268,-0.0173111,0.0275939
0.0243574,-0.0313249,0.0273605
0.024388,-0.033609,0.027126
0.0244186,-0.00630473,0.0268901
0.0244492,0.0097426,0.0266529
0.0244798,-0.00531527,0.0264143
0.0245104,0.0119986,0.0261745
0.024541,0.032966,0.0259334
0.0245716,0.0299122,0.0256912
0.0246022,0.0357509,0.0254477
0.0246328,0.0532866,0.0252033
0.0246634,0.0531537,0.0249582
0.024694,0.0421363,0.0247123
0.0247246,0.0232649,0.0244661
0.0247552,0.00686167,0.0242194
0.0247858,0.000544477,0.0239725
0.0248164,0.00349215,0.0237256
0.024847,0.0153393,0.0234788
0.0248776,0.00641239,0.0232322
0.0249082,-0.00977071,0.0229862
0.0249388,-0.00881594,0.0227407
0.0249694,-0.00171821,0.0224959
0.025,0.00165258,0.022252
0.0250306,0.00835944,0.0220092
0.0250612,0.0192208,0.0217675
0.0250918,0.0168078,0.0215272
0.0251224,0.0188779,0.0212885
0.025153,0.00924828,0.0210514
0.0251836,0.028589,0.020816
0.0252142,0.050773,0.0205825
0.0252448,0.0542468,0.0203511
0.0252754,0.0567006,0.0201219
0.025306,0.0500951,0.0198949
0.0253366,0.0197286,0.0196703
0.0253672,0.0211785,0.0194481
0.0253978,0.0326194,0.0192285
0.0254284,0.035777,0.0190116
0.025459,0.0448866,0.0187973
0.0254896,0.0370545,0.0185856
0.0255202,0.0224986,0.0183765
0.0255508,0.0251129,0.01817
0.0255814,0.0164512,0.017966
0.025612,0.0363279,0.0177644
0.0256426,0.0292638,0.0175653
0.0256732,-0.0010701,0.0173685
0.0257038,-0.0078461,0.0171744
0.0257344,-0.000962823,0.016983
0.025765,0.0107045,0.0167942
0.0257956,0.0183587,0.0166084
0.0258262,0.0275671,0.0164255
