image-ID,x,y,z,chisq,vis-probe
10,30753.7,33737.9,712.65,221.938,1
10,30294.2,28939.9,749.523,220.164,1
10,16764.2,24093.8,1242.9,641.093,1
11,26297.8,35170,495.194,532.023,1
11,34086.8,26221.8,605.979,182.922,1
11,30788,33744.5,711.813,175.368,1
11,30319.6,28950.5,755.897,431.703,1
11,25935.5,33198.8,1104.19,559.328,1
11,16765.2,24081.9,1235.86,741.164,1
12,34207.5,26272.3,442.279,160.026,1
12,26381.1,35101.4,440.922,365.534,1
12,30766.7,33744.1,702.871,216.211,1
12,25936.8,33183.1,1109.1,579.402,1
12,16785.4,24088.5,1224.89,360.737,1
13,34258.8,26249.7,443.543,115.458,1
13,28493.1,29556.4,451.937,559.322,1
13,26344.8,35098.5,440.931,232.622,1
13,30732.9,33718,708.315,259.568,1
13,17205.8,25606.2,1022.33,452.896,1
14,28491,29553.6,450.236,558.15,1
14,26371.6,35095.1,449.965,173.302,1
14,30759.7,33758.4,687.356,183.303,1
14,26389.3,35059.8,761.159,37.6681,1
14,17186.1,25605.7,1036.94,209.112,1
14,14341.4,34605.4,1478.39,406.204,1
15,28480.2,29571.2,436.941,389.803,1
15,30763.4,33757.6,723.309,235.822,1
15,28462,29568.6,761.152,34.4138,1
15,14340.9,34614.6,1434.51,579.834,1
16,30751.2,33752.9,684.692,142.941,1
16,14337.5,34591.3,1531.42,264.996,1
17,19344.1,29110.4,501.313,326.514,1
17,27722.4,33173.3,839.955,212.09,1
17,28655.5,31703.6,844.937,428.385,1
17,14354.4,34626.9,1422.02,193.441,1
18,19339.5,29028.3,455.581,89.0084,1
18,28661.8,31702.9,866.296,587.069,1
18,14381,34576.8,1494.15,488.22,1
19,28664.5,31697.5,831.258,520.456,1
20,28649.4,31707.8,852.723,526.479,1
21,11825.5,30435.4,556.088,204.011,1
21,28653.2,31700.4,843.499,493.612,1
22,29837.9,32286.2,711.943,155.463,1
22,28640,31697.3,844.337,378.518,1
23,30125.3,33801.9,958.344,385.796,1
23,28911.1,24042.9,1038.36,228.345,1
