image-ID,x,y,z,chisq,vis-probe
26335,23210.3,24242.1,201.885,41.8747,1
26335,25269.7,25166,855.037,442.005,1
26336,31168.1,24499.9,179.186,231.421,1
26336,25292.5,25180.8,845.766,503.944,1
26337,23306.5,24237.4,165.63,333.277,1
26337,31138.8,24516.9,184.677,264.931,1
26337,25273.4,25176.6,862.818,485.751,1
26338,31131.2,24577.5,209.827,192.782,1
26338,28311.4,31607.4,729.902,759.286,1
26338,25299.8,25206.2,843.164,66.4667,1
26339,26478.6,22753,156.391,278.505,1
26339,24158.4,32783.3,302.725,241.832,1
26339,28301,31604.2,716.326,605.818,1
26339,18485.6,34784.9,823.482,765.385,1
26340,24180.3,32798.8,293.924,229.542,1
26340,28501.5,31385.8,371.443,32.2073,1
26340,28818.7,31144.9,702.895,824.607,1
26340,28350,31609.2,733.124,377.197,1
26340,17786,35157.9,725.867,333.759,1
26341,24167.6,32787.2,264.405,334.331,1
26341,17786.7,35149.4,693.52,143.096,1
26342,23300.6,24208.1,152.005,311.621,1
26342,24425,29823.4,697.734,374.794,1
26342,17809.7,35143.7,713.656,359.812,1
26342,33938.4,24879.5,985.137,136.811,1
26343,24419.7,29804.3,680.013,728.605,1
26343,17786.3,35152.8,718.926,511.668,1
26343,33895.4,24873.8,995.497,329.852,1
26344,17801.4,35161.4,726.786,551.008,1
26344,33924.6,24888.4,972.727,270.453,1
26344,24152.6,32659.1,1396.32,251.703,1
26345,17804.9,35151,717.974,372.81,1
26345,33928.6,24863.1,979.328,315.424,1
26345,28651.3,39406.6,1044.47,479.665,1
26346,17798.7,35168.6,735.356,375.457,1
26346,27349.6,38954.1,827.181,335.556,1
26346,16101.4,30680.6,933.803,545.841,1
26346,33928.2,24852.3,985.567,214.671,1
26346,28649.9,39399.1,1037.61,471.629,1
26346,27775.9,23616.6,1345.42,286.752,1
26347,27321.9,38968.1,814.737,568.604,1
26347,16101.4,30680.8,939.22,660.644,1
26347,33900.7,24863.9,1005.07,69.2185,1
26347,28652.6,39414.8,1040.51,582.722,1
26348,27322,38961.3,820.598,682.071,1
26348,33917.4,24866.3,999.171,86.9294,1
26348,28660.2,39399.2,1040.77,521.001,1
26348,14407.4,27816.7,1290.41,316.709,1
26349,27355.5,38965,793.554,387.61,1
26349,33945.9,24876.8,996.28,213.38,1
26349,14476.1,28089.5,1261.16,329.682,1
26350,33970.7,24857.9,986.005,45.0047,1
26351,23617.7,33279.3,365.385,315.623,1
26351,33942.1,24872.3,995.834,146.942,1
26352,23590.2,33283.2,352.612,314.229,1
26352,33933,24856.3,994.776,69.5548,1
26352,21247.7,25751.3,1017.5,43.2577,1
26353,23617.7,33253.5,363.562,232.206,1
26353,23604.6,33228.9,673.247,36.2087,1
26353,33913.3,24883,987.249,213.37,1
26353,21249.1,25766.6,1006.24,31.2676,1
26354,23611.1,33253.3,376.203,281.659,1
26354,20840.3,31445.6,546.925,164.482,1
26354,31631.7,24531.3,895.485,276.145,1
26354,33935.4,24860,982.765,353.884,1
26354,21247.9,25751.6,1002.84,43.9132,1
26354,21154.7,25691.2,1149.23,32.7631,1
26355,20832.2,31448.6,532.41,124.194,1
26355,25453.5,33240.2,510.472,444.955,1
26355,30467.5,35186.2,807.472,154.605,1
26355,31640.5,24535.9,878.982,460.064,1
26355,33918.1,24873,993.1,407.925,1
26356,20849.3,31458.5,548.072,69.2444,1
26356,30470.6,35159.9,782.393,739.844,1
26356,31643.1,24529.8,873.498,544.178,1
26356,33923.4,24887.9,999.073,290.836,1
26356,18952.5,25697.9,997.169,332.822,1
26357,20823.2,31462.8,547.981,240.714,1
26357,30464.4,35166.9,793.902,710.872,1
26357,31646.5,24535.8,879.837,532.372,1
26357,33923.3,24895.3,984.972,252.608,1
26357,18920.9,25721.1,986.548,405.56,1
26358,20831.9,31454,551.901,151.184,1
26358,30461.3,35162.8,792.557,777.009,1
26358,14318.8,24518.7,865.63,182.699,1
26358,31640.2,24520.3,889.094,502.047,1
26358,28483.2,24631.2,1004.5,514.692,1
26358,33916.1,24881.9,1001.15,281.444,1
26358,18961.6,25713,992.624,387.48,1
26359,20827.7,31462,534.465,76.9725,1
26359,30473.4,35163.3,791.829,769.342,1
26359,14330.7,24503.1,851.383,574.67,1
26359,31638.9,24529.9,889.584,399.425,1
26359,28495.6,24623.8,994.485,661.498,1
26359,33921.6,24886.3,979.343,333.337,1
26360,20825.4,31447.6,570.78,264.725,1
26360,30484.7,35156.3,784.006,726.245,1
26360,14305.7,24502.1,859.635,581.74,1
26360,31635.1,24523,879.473,505.989,1
26360,33919.7,24900.1,986.136,330.745,1
26360,17110.6,25667.8,1010.05,308.702,1
26360,29071.6,24016.7,1318.73,33.4528,1
26360,20856.8,31479.9,1527.95,31.8426,1
26361,16347.7,25080.5,350.386,79.2926,1
26361,20810.9,31467.8,585.482,211.142,1
26361,30465.8,35174.3,797.457,442.119,1
26361,14303.2,24497.8,870.179,615.209,1
26361,31649.1,24530.7,895.524,489.554,1
26361,33929.4,24874.2,989.996,480.245,1
26361,17090.9,25666.6,1014.7,362.029,1
26361,29539,24807.2,1087.48,305.439,1
26362,16311.8,25105.9,339.42,147.339,1
26362,14315.5,24497.5,871.221,562.384,1
26362,31657.9,24528.5,877.609,531.198,1
26362,17087.8,25662,1027.37,317.447,1
26362,29549.8,24800.6,1102.86,351.626,1
26363,16291.7,25120.8,345.912,119.999,1
26363,19366.4,31195.7,636.128,619.581,1
26363,31647.2,24537.6,870.015,466.515,1
26363,29530.8,24811.9,1048.61,253.558,1
26363,17092.9,25663.1,1028.3,419.194,1
26364,16326.5,25070.3,343.598,107.787,1
26364,19346,31195.5,627.191,607.858,1
26364,31639.5,24536.1,885.037,505.9,1
26364,17085.1,25666.3,1007.12,407.085,1
26364,29657.2,24848.4,1033.62,330.371,1
26365,16341.5,25032.2,304.124,154.044,1
26365,31635.8,24529.7,869.497,441.583,1
26365,26249.9,26058.7,892.32,558.813,1
26365,19088.8,30827.2,914.6,404.768,1
26365,29774.3,24898.8,984.463,516.861,1
26365,17072.4,25677.9,1010.81,370.878,1
26366,31601.2,24771,899.26,390.08,1
26366,26261.5,26082.1,877.811,635.824,1
26366,18721.3,27645.6,905.588,214.664,1
26366,19081.8,30822.1,918.526,435.743,1
26366,29770,24888.8,993.877,481.097,1
26366,17069.6,25661.3,1013.09,377.979,1
26367,31605.9,24787.7,883.792,450.603,1
26367,26227.4,26078.8,900.179,554.514,1
26367,18720.1,27645.3,924.167,487.555,1
26367,19059.7,30814,938.154,399.414,1
26367,29788,24910.6,979.17,455.541,1
26367,17084.2,25688.1,986.391,426.603,1
26367,29326.9,28994.5,1045.51,375.608,1
26368,31586.7,24786.8,884.308,512.355,1
26368,26243.6,26083.5,887.463,633.349,1
26368,18718.1,27649.5,907.754,432.911,1
26368,19059.2,30816.9,920.587,388.454,1
26368,29791.2,24895.3,984.268,443.537,1
26368,17113,25688.4,1027.11,310.405,1
26368,29303.5,28972.8,1021.17,363.743,1
26369,31590.1,24784.1,884.01,515.605,1
26369,26255.9,26085.5,898.472,553.472,1
26369,18714.8,27650.4,900.937,494.802,1
26369,19071.9,30815.1,915.846,396.166,1
26369,29783.4,24885.8,993.896,410.901,1
26369,17114.1,25675.1,1009.69,303.311,1
26369,29313,28988.7,1025.78,432.692,1
26370,31593.4,24807.7,879.05,374.02,1
26370,26254.9,26086.6,891.861,681.459,1
26370,18704.7,27656.8,919.029,538.573,1
26370,19072.1,30805,915.033,356.479,1
26370,17087.5,25684.7,1028.47,393.2,1
26370,29311.2,28988.1,1033.64,447.1,1
26371,26219.4,26101.1,921.159,436.852,1
26371,19080.7,30831.1,926.376,491.35,1
26371,17120.5,25678.5,1036.48,364.305,1
26371,29327.8,28978.3,1024.51,390.392,1
26371,18769.9,27473.6,1143.37,489.857,1
26371,17836.3,23723.3,1351.49,47.2783,1
26372,19072.6,30814.3,932.936,474.476,1
26372,17104.8,25670.5,1029.82,327.289,1
26372,29306.6,28967.7,1034.22,499.538,1
26372,26236.8,26238.8,1114.77,348.129,1
26372,18741.2,27470.5,1151.25,322.514,1
26373,19059.9,30813.4,930.403,450.083,1
26373,17109.9,25678.3,1021.37,265.665,1
26373,29325.1,28984.5,1042.29,346.192,1
26373,26239.5,26216.1,1128.43,222.017,1
26373,18768,27466.4,1147.3,363.404,1
26374,19073.2,30828.2,930.902,521.855,1
26374,17121.2,25675.6,1023.8,215.02,1
26374,29320.3,28978.1,1031.41,398.082,1
26374,26230.1,26211.8,1122.51,302.483,1
26374,18759.3,27474.8,1155.99,373.575,1
26375,19065.7,30825.5,925.55,508.485,1
26375,17119.6,25691.1,995.473,108.607,1
26375,29322.6,28977.7,1026.14,358.026,1
26375,26272.3,26205,1134.43,435.925,1
26375,18767.3,27461.1,1153.98,395.144,1
26376,17478.1,23999.6,162.81,130.432,1
26376,19059.8,30828.8,932.222,526.154,1
26376,17131.7,25716.4,1012.13,207.242,1
26376,29307.9,28983.4,1032.71,438.451,1
26376,26339.6,26147.9,1130.49,329.132,1
26376,18753.9,27462.7,1146.23,361.953,1
26377,19061.8,30815.8,913.471,342.019,1
26377,17116.7,25684.1,1026.5,214.136,1
26377,29315.6,28978.2,1040.54,363.618,1
26377,20294.4,32248.5,1079.93,259.083,1
26377,26330.7,26143.4,1117.98,304.485,1
26377,18705.6,27470.4,1178.63,236.909,1
26378,31037.2,29442.4,605.114,390.938,1
26378,19077.4,30816.4,916.755,379.682,1
26378,17101.9,25678.6,1020.17,142.019,1
26378,29317.4,28977.6,1025.73,401.078,1
26378,20299.9,32248,1075.76,202.384,1
26378,18710.8,27463.7,1167.73,291.785,1
26379,25642.7,25721.3,491.764,42.2432,1
26379,31018.5,29454.4,607.529,377.145,1
26379,19063.5,30817.8,938.787,490.532,1
26379,22471.3,26374.6,1013.09,277.075,1
26379,17107.8,25680.3,1053.3,161.964,1
26379,29320.7,28976.3,1028.59,420.199,1
26379,20297.9,32218.5,1085.43,201.169,1
26379,18703.7,27466.6,1163.43,304.658,1
26380,17461.3,23989.8,191.093,131.337,1
26380,30818,29712.8,725.454,262.031,1
26380,19060.3,30818.2,921.56,398.108,1
26380,17103.9,25673.3,1021.26,196.032,1
26380,29304.3,28983.8,1043.28,418.457,1
26380,20464.1,31997,1110.52,526.404,1
26380,18706.9,27490.8,1182.47,331,1
26380,21707.9,28203.9,1277.18,78.9671,1
26381,18868.6,26799.5,627,379.12,1
26381,30856.9,29724.6,712.538,323.654,1
26381,19078.5,30819.6,936.658,492.736,1
26381,29312.8,28984.1,1014.01,387.558,1
26381,17132.3,25684.2,1036.42,215.233,1
26381,20448.7,31985.1,1121.79,597.518,1
26381,18702.6,27523.3,1208.68,241.499,1
26381,21705.6,28208.7,1300.73,531.432,1
26382,26549.1,37246.5,614.535,405.904,1
26382,30823.4,29707.7,719.119,316.559,1
26382,19071.8,30816.3,923.331,466.909,1
26382,16996.3,25822.7,981.811,343.953,1
26382,26307.4,24227.7,1036.34,317.723,1
26382,29311.4,28981.7,1041.18,427.064,1
26382,18707.7,27468.7,1181.43,355.015,1
26382,20834.5,31890,1307.11,467.564,1
26383,19321.3,29168.8,529.139,264.308,1
26383,26568.6,37255.7,625.062,101.161,1
26383,30835.3,29725.7,739.777,306.595,1
26383,19064.6,30821.3,924.446,461.891,1
26383,26314.1,24211,1050.31,353.129,1
26383,29311.4,28983.4,1032.77,418.411,1
26383,20803.5,31895,1362.65,75.2555,1
26384,19337.2,29184.5,529.444,268.98,1
26384,30827.4,29686.5,715.42,232.031,1
26384,19091.1,30820.7,922.767,478.456,1
26384,26317.6,24225.2,1034.24,332.194,1
26384,29300.9,28991.3,1032.18,457.052,1
26385,19358.9,29171.2,549.28,291.167,1
26385,30822.7,29692.3,706.818,225.447,1
26385,19100.3,30845.6,901.036,79.4129,1
26385,31960.7,25538.4,1044.08,381.354,1
26385,29299.7,28994,1033.23,434.017,1
26385,26552.9,23976.5,1227.65,270.231,1
26385,18153.2,30953,1270.48,278.148,1
26386,19337.7,29199.8,531.605,285.508,1
26386,30819.7,29712.7,725.631,244.62,1
26386,15322,32232,876.855,446.357,1
26386,29894.9,24886.7,995.614,492.013,1
26386,32002.6,25551.8,1027.78,366.093,1
26386,29311.7,28987.5,1028.76,439.893,1
26386,26576.7,23975.5,1218.71,253.235,1
26386,18127.2,30982.6,1260.62,134.849,1
26387,19332.5,29192.3,549.36,300.51,1
26387,30837.6,29697.8,719.016,271.287,1
26387,15319.5,32221.1,867.438,672.331,1
26387,29972.9,24926,982.078,358.841,1
26387,32006.9,25534.9,1034.92,325.286,1
26387,29318.4,28993.2,1038.48,440.174,1
26387,26572.8,23968.1,1226.38,304.311,1
26388,19374,29230.2,397.227,306.545,1
26388,27631.4,33487.4,655.188,289.181,1
26388,30819.6,29706.5,707.167,219.897,1
26388,15313.1,32226.7,870.594,664.46,1
26388,30206.2,25051.7,1002.48,387.598,1
26388,29299.1,29010.2,1026.36,370.372,1
26388,26588.6,23973.5,1219.45,275.479,1
26389,31259.7,24288.6,156.806,412.6,1
26389,20865.7,29515.7,206.043,337.95,1
26389,19369.1,29238.5,365.326,425.22,1
26389,27630.9,33472.8,658.651,446.436,1
26389,30811.1,29684.2,720.779,249.521,1
26389,15321.6,32232.7,873.71,721.489,1
26389,17281.1,34080.8,946.041,635.449,1
26389,30198.7,25058.9,1002.94,367.867,1
26389,29303.4,29010.7,1030.38,381.95,1
26389,26583,23979.7,1236.98,119.398,1
26390,20916.4,29521.9,232.503,245.94,1
26390,19396.1,29238,356.27,534.233,1
26390,30824.8,29706.4,727.813,295.735,1
26390,15316.6,32226.2,867.712,754.672,1
26390,17291.5,34085.5,946.193,598.863,1
26390,30215.4,25065,1027.9,333.302,1
26390,29300,28990.4,1023.43,384.23,1
26390,26577.4,23960.9,1214.1,301.721,1
26391,31294.2,24247.4,157.692,327.367,1
26391,20877.9,29488.3,256.613,375.349,1
26391,19356.8,29257.2,365.633,414.353,1
26391,30826.9,29683.4,735.452,179.461,1
26391,15332.2,32214.3,866.388,523.772,1
26391,17278.2,34085.8,942.626,669.503,1
26391,30227.3,25061.4,1021.55,342.939,1
26391,29312.6,29004,1028.68,392.159,1
26391,26566.2,23975.4,1230.39,331.249,1
26392,20890.8,29524.9,252.805,329.763,1
26392,19397.1,29238.4,356.111,484.321,1
26392,30831,29696.8,717.923,208.478,1
26392,15316.6,32230.7,870.128,770.538,1
26392,17286.8,34073,947.052,401.206,1
26392,29307.6,28992.3,1030.94,409.852,1
26392,21717,35258,1169.98,284.913,1
26392,26587,23979.8,1213.76,193.904,1
26393,31294.8,24229.4,156.861,388.56,1
26393,20890.9,29516.1,285.168,263.092,1
26393,19354.9,29251.7,364.701,404.573,1
26393,30833.7,29698.2,724.131,291.358,1
26393,29304.1,28978.2,1029.32,435.895,1
26393,21745.8,35242.8,1190.69,274.944,1
26393,26564.6,23973.7,1248.1,310.893,1
26394,20911.7,29526.1,259.425,299.978,1
26394,19360.7,29281.7,363.462,342.748,1
26394,19334.6,29275.5,673.117,47.5403,1
26394,30832.8,29728.1,725.096,254.419,1
26394,29317.2,28981.5,1016.88,398.359,1
26394,21727.9,35261.5,1176.35,285.971,1
26395,20917.9,29528,271.756,236.828,1
26395,30819,29711.1,728.179,212.472,1
26395,29296.6,28995.2,1028.49,432.071,1
26395,21749.3,35250.8,1177.05,252.568,1
26396,20961,29456.7,276.227,217.738,1
26396,30857.8,29694,694.901,189.169,1
26396,29320.2,28985.9,1034.16,432.174,1
26396,21741.1,35262.4,1184.64,307.563,1
26397,21011.2,29434.8,305.031,328.769,1
26397,30818.7,29702.9,739.244,121.217,1
26397,30367.2,34090.5,896.923,244.413,1
26397,29306.2,28982.3,1036.2,441.256,1
26397,21735,35250.4,1185.26,223.586,1
26398,13601.4,32700.4,293.135,362.146,1
26398,27073.9,39162,288.073,32.1644,1
26398,30837,29716.5,724.485,254.563,1
26398,29521.4,24905,793.454,96.9091,1
26398,30397.6,34081.3,914.551,327.312,1
26398,29316,28994.6,1028.89,385.477,1
26398,21734.3,35250.5,1203.65,378.868,1
26398,27056,39118.1,1279.67,33.7489,1
26398,26214.7,39366.2,1471.36,495.17,1
26399,21642,32017.4,245.814,283.391,1
26399,30824.2,29703.2,721.751,248.273,1
26399,29537.9,24895.1,816.672,313.243,1
26399,30367.4,34092.6,906.678,309.914,1
26399,29309.3,28990.4,1026.23,381.865,1
26399,16468.3,34327.4,1125.03,245.72,1
26399,21746.1,35267.8,1176.43,381.734,1
26399,26241.3,39349.3,1457.6,484.865,1
26400,21637.1,32040.7,283.027,186.537,1
26400,30821,29718.7,715.244,266.115,1
26400,29539.6,24900.2,811.448,300.758,1
26400,30388.8,34097.7,912.281,322.305,1
26400,29339.2,29004.6,1028.1,370.796,1
26400,21758.1,35277.2,1158.39,216.335,1
26400,26423,39107,1412,165.685,1
26401,20547.5,23905.8,262.993,290.328,1
26401,30811.4,29710.7,730.72,233.448,1
26401,29529.1,24895.7,812.643,286.233,1
26401,29300,28982,1027.74,425.877,1
26402,30816.6,29708.5,732.078,277.694,1
26402,29511.5,24916.2,791.647,356.21,1
26402,29338.5,28983.4,1029.96,330.754,1
26403,18377.3,23935.5,582.101,354.581,1
26403,30861.4,29648.1,612.957,278.049,1
26403,21990.3,25043.9,1024.92,339.044,1
26403,29335.4,28984.4,1052.71,374.239,1
26404,30753.9,29712,219.915,31.3413,1
26404,29922.8,28807.4,463.174,32.4625,1
26404,18397.5,23940.1,597.173,228.31,1
26404,30893.4,29604.6,593.416,253.58,1
26404,22001.1,25050,1026.55,489.165,1
26404,29907.8,28764.3,1081.71,294.362,1
26405,30839.5,29664.8,551.531,293.357,1
26405,18401.2,23971.2,597.46,257.866,1
26405,30015.9,28803.7,1001.59,340.637,1
26405,30586.3,29642.4,980.156,62.143,1
26405,22016.8,25056.6,1042.69,423.21,1
26406,18383.6,23954.6,564.118,213.346,1
26406,30951,29565.9,698.54,331.627,1
26406,27729.9,31705.2,959.036,531.5,1
26406,22000.2,25045.4,1019.34,256.509,1
26406,29910.6,28779,1051.84,156.795,1
26407,30699.7,29681.6,477.975,37.3019,1
26407,18406.7,23025.3,636.595,114.769,1
26407,30959,29532.3,710.194,392.826,1
26407,27714.5,31711.8,957.59,524.511,1
26408,29843.9,32004.4,784.391,334.807,1
26408,27715.1,31718.2,952.645,517.462,1
26408,15679.8,24101.5,1142.32,247.604,1
26409,33496.3,27733.8,574.922,231.299,1
26409,29832.8,32012.2,764.324,387.587,1
26409,27719.1,31694.9,958.364,437.121,1
26409,15767.9,35996,987.833,595.996,1
26409,30197.7,28262.3,1134.46,398.789,1
26409,15656.5,24098.2,1176.17,433.689,1
26410,33474.5,27684.1,200.665,36.1601,1
26410,33474.8,27690.1,597.927,269.713,1
26410,24574.1,31513.7,780.348,183.426,1
26410,29827.7,32020.1,787.313,489.184,1
26410,27728.6,31702.2,949.848,575.428,1
26410,15784.7,36074.3,966.44,79.2446,1
26410,15683,24099.4,1174.39,276.062,1
26411,29835.8,32004.2,759.997,450.187,1
26411,27717.8,31702.8,950.604,667.657,1
26411,15691.4,24106.8,1166.12,261.59,1
26412,29815.1,32020.1,773.403,465.724,1
26412,27720.1,31713.7,950.039,532.621,1
26412,15664.9,24091.7,1188.98,390.469,1
26413,15856.9,24137.6,299.459,34.623,1
26413,13773.4,24796.8,631.842,314.212,1
26413,29868.7,32005.2,757.973,329.29,1
26413,27688.3,31689,961.011,622.707,1
26413,15675.3,24097,1178.41,405.695,1
26414,13772.9,24805.7,623.952,278.679,1
26414,27678.1,31691.4,961.822,587.288,1
26414,21984.6,25044.4,1028.64,452.646,1
26415,13776.8,24806.7,646.521,186.699,1
26415,27666.3,31681.2,971.998,700.333,1
26415,22001.4,25072.1,1036.16,536.136,1
26416,13762.1,24808.9,627.41,217.031,1
26416,27671.1,31699.5,954.77,610.613,1
26416,21999.5,25050.9,1024,427.351,1
26417,13790.8,24825.9,632.704,121.845,1
26417,27663.3,31694,965.615,475.301,1
26417,21970.5,25068.9,1037.59,55.1543,1
26418,13791.6,24789.6,629.501,190.253,1
26418,27679,31698.7,975.547,647.866,1
26419,13782.1,24783.9,625.671,262.081,1
26419,27669.7,31690,957.77,534.042,1
26419,17483.6,33068,1084.25,85.6838,1
26420,13798,24804.4,655.717,199.911,1
26421,13793.9,24786.5,620.221,150.588,1
26424,30243.5,33393.7,914.207,515.781,1
26425,30259.3,33394.5,925.587,533.906,1
26426,29439.6,37122,1322.81,182.113,1
26428,19015,29197.1,164.04,120.724,1
26428,22671.1,26692.3,997.985,484.321,1
26429,18997.3,29234.3,180.158,217.723,1
26429,22654,26678.9,989.567,607.886,1
26430,19001,29223.6,209.491,268.235,1
26430,22648.9,26676.1,993.132,577.299,1
26431,18994,29236.4,214.128,278.505,1
26431,22669.5,26669.6,997.073,454.605,1
26431,18822.3,27733.6,1225.81,85.746,1
26432,18989.8,29219.4,216.441,230.425,1
26432,22571.6,28187.6,253.309,310.771,1
26432,18819.2,27726.8,1209.4,125.529,1
26433,22557,28146,210.014,398.206,1
26433,19000.3,29195.7,189.171,199.368,1
26433,18826.1,27725.1,1217.66,191.702,1
26434,19009.5,29200.5,202.717,191.998,1
26434,22574.5,28152.3,243.809,420.407,1
26434,18825.4,27734.3,1171.47,151.694,1
26435,22585.9,28109.9,259.79,224.852,1
26435,19445.1,29436.2,465.949,716.497,1
26435,18806.3,27693.2,1216.8,138.501,1
26436,19452,29428.3,470.962,740.283,1
26437,19456.4,29433.2,470.967,798.86,1
26437,22312.8,23466.6,1334.06,52.5431,1
26438,22321.2,23493.9,1248.33,290.695,1
26439,22354.5,23517.9,1255.39,224.348,1
26440,22354,23513.7,1223.8,167.369,1
26441,30178.4,35373.2,846.002,410.867,1
26441,22346,23497.5,1256.42,186.768,1
26442,30178.4,35373.6,832.877,316.108,1
26442,22364.7,23503.6,1247.85,117.658,1
26443,18779.4,24079.1,654.988,329.207,1
26443,30154.3,35367,854.256,313.735,1
26444,33587,23391,201.103,82.3069,1
26444,18784.3,24062,664.133,301.75,1
26444,30147.9,35367.3,846.454,430.517,1
26444,25148.5,35981.2,1132.76,72.3401,1
26445,33595.9,23395.8,174.669,249.466,1
26445,18776.3,24049,662.122,317.322,1
26445,27470.4,32177.1,813.149,427.158,1
26445,25143.9,35971.7,1116.17,406.311,1
26446,33597.5,23384.2,215.531,284.412,1
26446,19253,27678.6,232.258,197.6,1
26446,18778,24070.8,662.813,336.879,1
26446,27465.7,32173.3,818.598,540.387,1
26446,25126.9,35964.5,1119.96,396.638,1
26447,33611.3,23352.2,157.57,101.229,1
26447,19286.6,27615,245.732,301.087,1
26447,29736.1,31810.2,610.567,546.354,1
26447,18768.6,24065.5,661.57,260.689,1
26447,27470,32168.3,821.696,589.848,1
26447,25164,35973.3,1127.56,434.432,1
26448,19317.1,27604,267.86,218.398,1
26448,29808.5,31960.5,626.169,310.827,1
26448,18806.4,24043.1,695.981,151.153,1
26448,14672.3,37234.1,858.086,454.498,1
26448,25117.4,35957.9,1120.29,363.001,1
26448,19044.8,24878.9,1186.32,473.724,1
26449,19303.9,27609.6,217.172,283.847,1
26449,29832.4,32020.4,358.235,34.4819,1
26449,29772.3,29727,463.097,40.6053,1
26449,29819.8,31965.7,632.13,266.777,1
26449,18821.8,24054.9,662.252,275.996,1
26449,29796.2,29711.9,1082.57,242.624,1
26449,25125.2,35954.9,1132.7,472.896,1
26450,19319.3,27587.2,235.677,222.791,1
26450,20132.3,27184,421.493,33.7829,1
26450,29824.5,31935.7,593.406,177.454,1
26450,18764.6,24068.8,673.519,315.95,1
26450,26972.8,34035.5,919.237,314.278,1
26450,29775.8,29677.1,1107.2,398.101,1
26451,19350.2,27582,200.465,232.831,1
26451,29102.8,32197.1,637.141,39.4681,1
26451,18779.7,24057.8,682.618,325.809,1
26451,25039.7,31974.8,828.775,677.926,1
26451,26986.2,34018.6,916.025,529.5,1
26452,19304.7,27525.3,157.643,379.946,1
26452,19686.9,27221.3,613.133,295.906,1
26452,29081.1,32203.6,620.539,491.161,1
26452,18797.9,24043.7,662.917,412.613,1
26452,25034.2,31966.6,842.83,631.046,1
26452,26959.6,34022.8,917.692,580.085,1
26453,19289.1,27551,155.202,339.672,1
26453,19705.4,27242.7,623.462,397.513,1
26453,29079.6,32194.1,605.416,451.31,1
26453,18810.5,24052.7,671.567,350.383,1
26453,25007.3,31964.4,840.523,758.985,1
26453,27006.1,34028.5,908.964,420.772,1
26454,34980.4,26341.5,514.741,207.383,1
26454,29076.2,32202.1,621.917,554.656,1
26454,18782.7,24065.8,672.563,339.801,1
26454,25028.7,31968.1,836.412,827.871,1
26454,26989.1,34004.9,936.084,269.702,1
26455,34980,26336.9,489.757,244.951,1
26455,29059.7,32185.4,611.567,535.255,1
26455,18784.3,24053.6,657.696,310.181,1
26455,25009.4,31966.3,829.537,725.19,1
26455,26992.6,34027.9,935.37,245.633,1
26456,29076.1,32189.9,619.541,565.242,1
26456,18793.3,24062.5,665.487,292.341,1
26456,25020.7,31978.9,834.716,676.692,1
26456,27002.7,34031.1,955.79,197.153,1
26457,29077.8,32187.4,614.353,571.089,1
26457,18771.8,24073.2,678.204,325.73,1
26457,25024.7,31958.1,844.3,712.881,1
26457,26979.6,33997.9,932.978,116.886,1
26458,29088.9,32191.8,619.476,574.298,1
26458,18795.8,24069,667.183,356.647,1
26458,25002.8,31977.6,840.414,752.855,1
26458,18763.2,29763,886.639,495.024,1
26458,25442.4,38754,866.253,272.603,1
26459,29086.6,32199.5,612.31,542.46,1
26459,18799.5,24047.4,658.08,364.529,1
26459,25018.9,31960.9,841.86,670.698,1
26459,25459.8,38748,845.502,336.294,1
26460,29073.2,32187.3,613.619,571.406,1
26460,18787.3,24055.4,672.176,359.743,1
26460,25434.2,38748.3,861.204,377.24,1
26460,24013.6,32849.3,1029.72,297.431,1
26460,25766.1,36155.1,1106.11,542.367,1
26461,29070,32194.2,616.738,529.513,1
26461,18795.7,24047,672.953,359.838,1
26461,25444,38738.4,862.34,336.153,1
26461,24015.6,32843,1028.09,401.288,1
26461,25759.5,36158.6,1098.29,485.104,1
26462,29090.4,32189.7,610.441,503.688,1
26462,18777.4,24053.7,665,315.592,1
26462,25416.9,38759.9,868.836,240.562,1
26463,29090.6,32208.1,632.708,269.728,1
26463,18778.8,24053.3,656.844,253.835,1
26464,22697.6,23698.9,877.274,330.13,1
26465,23062.4,23852.7,1150.52,388.389,1
26466,23070.3,23851,1137.3,187.426,1
26467,22894.3,25210.5,1088.64,276.932,1
26467,27587.4,39351.4,1146.27,299.079,1
26468,23411.5,25138.9,497.379,52.0194,1
26468,23646.6,25980.6,940.075,504.559,1
26468,22922.6,25222.9,1054.08,197.546,1
26469,12827.7,30672.4,372.18,189.068,1
26469,12813.1,30664.8,672.556,35.2918,1
26469,23655.6,25969.1,940.049,538.62,1
26469,15260.3,38292.2,1059.82,257.157,1
26470,12769.2,30640.6,381.282,108.37,1
26470,11587.3,30693.5,510.066,39.6128,1
26470,23649.6,25966.9,943.438,539.863,1
26470,15277.6,38286.6,1083.76,516.869,1
26471,12704,30584.6,351.574,467.067,1
26471,11564.8,30728,509.356,199.831,1
26471,23659.8,25985.1,926.828,302.399,1
26471,15125.4,37032.1,1020.13,464.084,1
26472,12686.3,30584.1,346.861,399.659,1
26472,11573.4,30724.2,504.695,226.736,1
26472,15131.2,37031.9,1003.42,582.154,1
26473,12704,30591.6,377.411,373.86,1
26473,11596.3,30691.1,504.5,205.306,1
26473,26943.1,33246.3,631.741,302.035,1
26473,15120.2,37020.2,1001.81,692.472,1
26473,12113.3,30730.9,1095.87,34.4532,1
26474,14755.9,37759.6,662.321,99.2126,1
26474,15088.4,37029.7,1032.84,365.308,1
