spatialFrequency, correlation, smoothCorrelation
0.0266114,0.159597,0.196033
0.0266501,0.179786,0.195149
0.0266889,0.208628,0.194268
0.0267276,0.197589,0.19339
0.0267663,0.196348,0.192516
0.0268051,0.204999,0.191645
0.0268438,0.214412,0.190778
0.0268826,0.215185,0.189913
0.0269213,0.20671,0.189052
0.02696,0.204361,0.188193
0.0269988,0.200376,0.187337
0.0270375,0.191984,0.186483
0.0270762,0.191194,0.185633
0.027115,0.223071,0.184784
0.0271537,0.198423,0.183937
0.0271924,0.186424,0.183091
0.0272312,0.19228,0.182246
0.0272699,0.183477,0.181403
0.0273086,0.179241,0.180559
0.0273474,0.177498,0.179717
0.0273861,0.174418,0.178874
0.0274249,0.149065,0.17803
0.0274636,0.171394,0.177186
0.0275023,0.198203,0.176341
0.0275411,0.182138,0.175494
0.0275798,0.17541,0.174646
0.0276185,0.175206,0.173797
0.0276573,0.145101,0.172946
0.027696,0.172024,0.172094
0.0277347,0.17955,0.171241
0.0277735,0.170303,0.170387
0.0278122,0.156291,0.169532
0.0278509,0.165147,0.168679
0.0278897,0.17751,0.167826
0.0279284,0.161444,0.166975
0.0279672,0.152943,0.166125
0.0280059,0.130426,0.165279
0.0280446,0.157884,0.164435
0.0280834,0.170134,0.163595
0.0281221,0.175383,0.162759
0.0281608,0.165956,0.161928
0.0281996,0.159054,0.161102
0.0282383,0.147979,0.16028
0.028277,0.143379,0.159463
0.0283158,0.146205,0.158651
0.0283545,0.178423,0.157844
0.0283932,0.186566,0.157043
0.028432,0.165009,0.156249
0.0284707,0.138009,0.15546
0.0285095,0.139232,0.154677
0.0285482,0.143392,0.153901
0.0285869,0.14076,0.15313
0.0286257,0.119918,0.152366
0.0286644,0.137729,0.151607
0.0287031,0.156977,0.150853
0.0287419,0.137058,0.150103
0.0287806,0.13935,0.149359
0.0288193,0.146723,0.148618
0.0288581,0.153318,0.14788
0.0288968,0.159161,0.147145
0.0289355,0.134996,0.146414
0.0289743,0.150573,0.145686
0.029013,0.163181,0.144961
0.0290518,0.168662,0.144238
0.0290905,0.145154,0.143518
