spatialFrequency, correlation, smoothCorrelation
0.0076601,0.654244,0.617141
0.00768311,0.633148,0.615118
0.00770611,0.6239,0.613091
0.00772911,0.61872,0.611061
0.00775212,0.617901,0.609029
0.00777512,0.619384,0.606995
0.00779812,0.616116,0.604957
0.00782113,0.621289,0.602918
0.00784413,0.592654,0.600877
0.00786713,0.585363,0.598834
0.00789014,0.588356,0.596789
0.00791314,0.609838,0.594743
0.00793614,0.615799,0.592695
0.00795915,0.595948,0.590647
0.00798215,0.5902,0.588598
0.00800515,0.598442,0.586548
0.00802816,0.600297,0.584498
0.00805116,0.587604,0.582448
0.00807416,0.565537,0.580397
0.00809717,0.549939,0.578348
0.00812017,0.569181,0.576299
0.00814317,0.549057,0.574251
0.00816618,0.5302,0.572204
0.00818918,0.529585,0.570158
0.00821218,0.53744,0.568113
0.00823519,0.564474,0.566071
0.00825819,0.57071,0.564031
0.00828119,0.55742,0.561993
0.0083042,0.548027,0.559957
0.0083272,0.53263,0.557924
0.0083502,0.539113,0.555894
0.00837321,0.53948,0.553868
0.00839621,0.57839,0.551845
0.00841921,0.597562,0.549826
0.00844222,0.575077,0.547812
0.00846522,0.568994,0.545802
0.00848822,0.558271,0.543795
0.00851123,0.555195,0.541794
0.00853423,0.529227,0.539798
0.00855723,0.535601,0.537807
0.00858024,0.526895,0.535823
0.00860324,0.53594,0.533844
0.00862624,0.532893,0.531872
0.00864925,0.519031,0.529906
0.00867225,0.512951,0.527947
0.00869525,0.511256,0.525996
0.00871825,0.504211,0.524051
0.00874126,0.511492,0.522116
0.00876426,0.491492,0.520189
0.00878727,0.493702,0.51827
0.00881027,0.492048,0.51636
0.00883327,0.492911,0.51446
0.00885628,0.469178,0.512569
0.00887928,0.476889,0.510689
0.00890228,0.485486,0.508819
0.00892529,0.47792,0.506959
0.00894829,0.482836,0.505112
0.00897129,0.473351,0.503275
0.0089943,0.466167,0.50145
0.0090173,0.465773,0.499638
0.0090403,0.472514,0.497838
0.00906331,0.493945,0.496051
0.00908631,0.505669,0.494277
0.00910931,0.505287,0.492516
0.00913232,0.51012,0.49077
0.00915532,0.500867,0.489037
0.00917832,0.474552,0.487319
0.00920132,0.45522,0.485615
0.00922433,0.435256,0.483925
0.00924733,0.423618,0.482249
0.00927033,0.425102,0.480588
0.00929334,0.427397,0.478942
0.00931634,0.442684,0.477309
0.00933934,0.45088,0.475692
0.00936235,0.457513,0.474087
0.00938535,0.466456,0.472498
0.00940835,0.48115,0.470922
0.00943136,0.487025,0.46936
0.00945436,0.474148,0.467811
0.00947736,0.483667,0.466276
0.00950037,0.463685,0.464754
0.00952337,0.453329,0.463245
0.00954637,0.439698,0.461748
0.00956938,0.428151,0.460265
0.00959238,0.421538,0.458792
0.00961538,0.419107,0.457333
0.00963839,0.424004,0.455885
0.00966139,0.439673,0.454448
0.00968439,0.428284,0.453022
0.0097074,0.42627,0.451606
0.0097304,0.444819,0.450201
0.0097534,0.450962,0.448806
0.00977641,0.45134,0.447419
0.00979941,0.445599,0.446043
0.00982241,0.43517,0.444674
0.00984542,0.404317,0.443313
0.00986842,0.413,0.44196
0.00989142,0.390844,0.440614
0.00991443,0.394021,0.439274
0.00993743,0.416163,0.437941
0.00996043,0.433393,0.436613
0.00998344,0.416471,0.43529
0.0100064,0.430121,0.433971
0.0100294,0.41994,0.432657
0.0100524,0.397613,0.431346
0.0100755,0.399038,0.430038
0.0100985,0.407721,0.428733
0.0101215,0.423433,0.42743
0.0101445,0.420783,0.426129
0.0101675,0.390341,0.424828
0.0101905,0.377542,0.423529
0.0102135,0.384599,0.42223
0.0102365,0.402273,0.420932
0.0102595,0.392425,0.419634
0.0102825,0.342813,0.418335
0.0103055,0.345763,0.417036
0.0103285,0.372675,0.415736
0.0103515,0.394018,0.414435
0.0103745,0.431609,0.413133
0.0103975,0.421594,0.41183
0.0104205,0.402219,0.410526
0.0104435,0.389396,0.409221
0.0104665,0.364319,0.407915
0.0104895,0.350058,0.406608
0.0105125,0.371469,0.405301
0.0105355,0.388016,0.403994
0.0105585,0.385225,0.402687
0.0105815,0.380476,0.40138
0.0106045,0.368567,0.400075
0.0106275,0.410011,0.398771
0.0106505,0.414867,0.39747
0.0106735,0.379799,0.396171
0.0106965,0.383864,0.394876
0.0107195,0.375163,0.393585
0.0107425,0.367026,0.392299
0.0107656,0.378865,0.391018
0.0107886,0.400364,0.389744
0.0108116,0.399317,0.388477
0.0108346,0.374626,0.387218
0.0108576,0.358621,0.385968
0.0108806,0.356104,0.384727
0.0109036,0.361441,0.383497
0.0109266,0.357564,0.382278
0.0109496,0.397158,0.38107
0.0109726,0.411469,0.379876
0.0109956,0.388591,0.378694
0.0110186,0.347731,0.377527
0.0110416,0.365163,0.376373
0.0110646,0.367428,0.375235
0.0110876,0.367384,0.374112
0.0111106,0.360352,0.373005
0.0111336,0.347979,0.371914
0.0111566,0.322131,0.370839
0.0111796,0.305355,0.369781
0.0112026,0.324667,0.36874
0.0112256,0.34466,0.367715
0.0112486,0.357896,0.366708
0.0112716,0.36735,0.365717
0.0112946,0.371805,0.364743
0.0113176,0.376187,0.363786
0.0113406,0.389539,0.362845
0.0113636,0.370666,0.361921
0.0113866,0.361324,0.361012
0.0114096,0.333685,0.360118
0.0114326,0.310373,0.359239
0.0114556,0.330766,0.358375
0.0114787,0.350867,0.357524
0.0115017,0.36819,0.356687
0.0115247,0.358946,0.355862
0.0115477,0.362897,0.355049
0.0115707,0.384007,0.354248
0.0115937,0.375132,0.353458
0.0116167,0.368802,0.352678
0.0116397,0.383336,0.351908
0.0116627,0.416759,0.351146
0.0116857,0.431347,0.350392
0.0117087,0.42094,0.349646
0.0117317,0.414685,0.348906
0.0117547,0.388582,0.348172
