% Model:              refresh-2_5-D_Cd_without_photobleaching.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 22 2026, 16:15
% Table:              Evaluation Group 5 - 
% Q (L/min)              Time (s)                 Dependent variable N_bound (mol/m^2)
5.000000000000001E-5     2680                     7.142740175962244E-13
5.000000000000001E-5     2690                     7.142745065308873E-13
5.000000000000001E-5     2700                     7.14274979569386E-13
5.000000000000001E-5     2710                     7.142754166730273E-13
5.000000000000001E-5     2720                     7.142758383828645E-13
5.000000000000001E-5     2730                     7.142762422156518E-13
5.000000000000001E-5     2740                     7.142766083183938E-13
5.000000000000001E-5     2750                     7.142769539917025E-13
5.000000000000001E-5     2760                     7.142772829174372E-13
5.000000000000001E-5     2770                     7.142775977981971E-13
5.000000000000001E-5     2780                     7.14277907737224E-13
5.000000000000001E-5     2790                     7.142781989771987E-13
5.000000000000001E-5     2800                     7.14278461007296E-13
5.000000000000001E-5     2810                     7.142787126551115E-13
5.000000000000001E-5     2820                     7.142789431095791E-13
5.000000000000001E-5     2830                     7.142791639045702E-13
5.000000000000001E-5     2840                     7.142793699680663E-13
5.000000000000001E-5     2850                     7.142795624442307E-13
5.000000000000001E-5     2860                     7.142797506854917E-13
5.000000000000001E-5     2870                     7.142799283742288E-13
5.000000000000001E-5     2880                     7.142800993689501E-13
5.000000000000001E-5     2890                     7.142802663158577E-13
5.000000000000001E-5     2900                     7.142804177731064E-13
5.000000000000001E-5     2910                     7.142805522679629E-13
5.000000000000001E-5     2920                     7.14280684535814E-13
5.000000000000001E-5     2930                     7.142808111337682E-13
5.000000000000001E-5     2940                     7.142809226552502E-13
5.000000000000001E-5     2950                     7.142810266957994E-13
5.000000000000001E-5     2960                     7.142811212714208E-13
5.000000000000001E-5     2970                     7.142812078779549E-13
5.000000000000001E-5     2980                     7.142812903119096E-13
5.000000000000001E-5     2990                     7.142813652878159E-13
5.000000000000001E-5     3000                     7.142814394989163E-13
5.000000000000001E-5     3010                     7.142815134013767E-13
5.000000000000001E-5     3020                     7.142815853832478E-13
5.000000000000001E-5     3030                     7.14281655673406E-13
5.000000000000001E-5     3040                     7.142817249958007E-13
5.000000000000001E-5     3050                     7.142817902482677E-13
5.000000000000001E-5     3060                     7.142818485071521E-13
5.000000000000001E-5     3070                     7.142819033627855E-13
5.000000000000001E-5     3080                     7.142819505995647E-13
5.000000000000001E-5     3090                     7.142819943274349E-13
5.000000000000001E-5     3100                     7.142820332078422E-13
5.000000000000001E-5     3110                     7.142820694272477E-13
5.000000000000001E-5     3120                     7.142821068786734E-13
5.000000000000001E-5     3130                     7.1428215112287E-13
5.000000000000001E-5     3140                     7.14282210141019E-13
5.000000000000001E-5     3150                     7.142822806453641E-13
5.000000000000001E-5     3160                     7.142823653956853E-13
5.000000000000001E-5     3170                     7.142824628765161E-13
5.000000000000001E-5     3180                     7.142825639191542E-13
5.000000000000001E-5     3190                     7.142826710258365E-13
5.000000000000001E-5     3200                     7.142827930704125E-13
5.000000000000001E-5     3210                     7.142829212226203E-13
5.000000000000001E-5     3220                     7.142830520283126E-13
5.000000000000001E-5     3230                     7.142831849070789E-13
5.000000000000001E-5     3240                     7.142833177351057E-13
5.000000000000001E-5     3250                     7.142834496048472E-13
5.000000000000001E-5     3260                     7.142835802745028E-13
5.000000000000001E-5     3270                     7.142837072703635E-13
5.000000000000001E-5     3280                     7.142838232063467E-13
5.000000000000001E-5     3290                     7.142839304438103E-13
5.000000000000001E-5     3300                     7.142840276962737E-13
5.000000000000001E-5     3310                     7.14284118720073E-13
5.000000000000001E-5     3320                     7.142842060469091E-13
5.000000000000001E-5     3330                     7.142842796465149E-13
5.000000000000001E-5     3340                     7.142843367373694E-13
5.000000000000001E-5     3350                     7.142843873035165E-13
5.000000000000001E-5     3360                     7.142844250860118E-13
5.000000000000001E-5     3370                     7.14284458345477E-13
5.000000000000001E-5     3380                     7.142844837360948E-13
5.000000000000001E-5     3390                     7.142845051174042E-13
5.000000000000001E-5     3400                     7.142845251996613E-13
5.000000000000001E-5     3410                     7.142845424422344E-13
5.000000000000001E-5     3420                     7.142845581224526E-13
5.000000000000001E-5     3430                     7.1428457124675E-13
5.000000000000001E-5     3440                     7.142845747930558E-13
5.000000000000001E-5     3450                     7.142845734255251E-13
5.000000000000001E-5     3460                     7.142845707163666E-13
5.000000000000001E-5     3470                     7.142845630008466E-13
5.000000000000001E-5     3480                     7.142845446642338E-13
5.000000000000001E-5     3490                     7.142845223676043E-13
5.000000000000001E-5     3500                     7.142844946420156E-13
5.000000000000001E-5     3510                     7.142844639515241E-13
5.000000000000001E-5     3520                     7.142844323349338E-13
5.000000000000001E-5     3530                     7.142844012107649E-13
5.000000000000001E-5     3540                     7.142843712838762E-13
5.000000000000001E-5     3550                     7.142843443639414E-13
5.000000000000001E-5     3560                     7.142843207811378E-13
5.000000000000001E-5     3570                     7.142842963621254E-13
5.000000000000001E-5     3580                     7.142842705336918E-13
5.000000000000001E-5     3590                     7.142842423214901E-13
5.000000000000001E-5     3600                     7.142842129657015E-13
1.0000000000000002E-4    0                        4.9617273866350846E-15
1.0000000000000002E-4    10                       1.7863636023192564E-13
1.0000000000000002E-4    20                       2.352699830110774E-13
1.0000000000000002E-4    30                       2.7407927646431584E-13
1.0000000000000002E-4    40                       3.062793661504645E-13
1.0000000000000002E-4    50                       3.328929738464912E-13
1.0000000000000002E-4    60                       3.5008278958408847E-13
1.0000000000000002E-4    70                       3.590341388431465E-13
1.0000000000000002E-4    80                       3.6501127446897156E-13
1.0000000000000002E-4    90                       3.733533935962115E-13
1.0000000000000002E-4    100                      3.8586057086037014E-13
1.0000000000000002E-4    110                      4.0019046693952146E-13
1.0000000000000002E-4    120                      4.123018095767229E-13
1.0000000000000002E-4    130                      4.1974850110909395E-13
1.0000000000000002E-4    140                      4.2332001486517505E-13
1.0000000000000002E-4    150                      4.2608519446676165E-13
1.0000000000000002E-4    160                      4.3092286811844365E-13
1.0000000000000002E-4    170                      4.3855946088990894E-13
1.0000000000000002E-4    180                      4.4745022239388383E-13
1.0000000000000002E-4    190                      4.542345181900626E-13
1.0000000000000002E-4    200                      4.593640342226776E-13
1.0000000000000002E-4    210                      4.647262884992333E-13
1.0000000000000002E-4    220                      4.704215080101224E-13
1.0000000000000002E-4    230                      4.76603468035928E-13
1.0000000000000002E-4    240                      4.830878848115502E-13
1.0000000000000002E-4    250                      4.895187979303136E-13
1.0000000000000002E-4    260                      4.956408820254312E-13
1.0000000000000002E-4    270                      5.015967241896507E-13
1.0000000000000002E-4    280                      5.076404996810391E-13
1.0000000000000002E-4    290                      5.136754057950929E-13
1.0000000000000002E-4    300                      5.196772797081597E-13
1.0000000000000002E-4    310                      5.256132771927362E-13
1.0000000000000002E-4    320                      5.314694542864761E-13
1.0000000000000002E-4    330                      5.372515366463099E-13
1.0000000000000002E-4    340                      5.429717347876901E-13
1.0000000000000002E-4    350                      5.486334607248121E-13
1.0000000000000002E-4    360                      5.542250771272904E-13
1.0000000000000002E-4    370                      5.597088283723465E-13
1.0000000000000002E-4    380                      5.651110186757687E-13
1.0000000000000002E-4    390                      5.704428088208483E-13
1.0000000000000002E-4    400                      5.757270501366101E-13
1.0000000000000002E-4    410                      5.808752499567973E-13
1.0000000000000002E-4    420                      5.857859486538213E-13
1.0000000000000002E-4    430                      5.906227262225839E-13
1.0000000000000002E-4    440                      5.954207889609494E-13
1.0000000000000002E-4    450                      6.001709865168446E-13
1.0000000000000002E-4    460                      6.047648319222033E-13
1.0000000000000002E-4    470                      6.092246208386816E-13
1.0000000000000002E-4    480                      6.135946774552617E-13
1.0000000000000002E-4    490                      6.178167473904567E-13
1.0000000000000002E-4    500                      6.219597364944212E-13
1.0000000000000002E-4    510                      6.259075725720867E-13
1.0000000000000002E-4    520                      6.297539211337359E-13
1.0000000000000002E-4    530                      6.334951071460812E-13
1.0000000000000002E-4    540                      6.370076195778931E-13
1.0000000000000002E-4    550                      6.403892470979703E-13
1.0000000000000002E-4    560                      6.436829489668515E-13
1.0000000000000002E-4    570                      6.468931102102265E-13
1.0000000000000002E-4    580                      6.500777764547052E-13
1.0000000000000002E-4    590                      6.531678739328033E-13
1.0000000000000002E-4    600                      6.560931874601209E-13
1.0000000000000002E-4    610                      6.58954782568144E-13
1.0000000000000002E-4    620                      6.616813497440278E-13
1.0000000000000002E-4    630                      6.643331522456157E-13
1.0000000000000002E-4    640                      6.668621438192979E-13
1.0000000000000002E-4    650                      6.692412937718672E-13
1.0000000000000002E-4    660                      6.71566894892679E-13
1.0000000000000002E-4    670                      6.737564902017028E-13
1.0000000000000002E-4    680                      6.758524175771283E-13
1.0000000000000002E-4    690                      6.779086939651074E-13
1.0000000000000002E-4    700                      6.798246192289815E-13
1.0000000000000002E-4    710                      6.815892414466459E-13
1.0000000000000002E-4    720                      6.833387165812413E-13
1.0000000000000002E-4    730                      6.850547458987489E-13
1.0000000000000002E-4    740                      6.866727706404293E-13
1.0000000000000002E-4    750                      6.882340725891146E-13
1.0000000000000002E-4    760                      6.897226257412737E-13
1.0000000000000002E-4    770                      6.911343638539044E-13
1.0000000000000002E-4    780                      6.924912980157019E-13
1.0000000000000002E-4    790                      6.937335986812961E-13
1.0000000000000002E-4    800                      6.949367415695064E-13
1.0000000000000002E-4    810                      6.960822740422752E-13
1.0000000000000002E-4    820                      6.971014696546609E-13
1.0000000000000002E-4    830                      6.980935956487989E-13
1.0000000000000002E-4    840                      6.990755548351601E-13
1.0000000000000002E-4    850                      7.000170183990383E-13
1.0000000000000002E-4    860                      7.00887332543869E-13
1.0000000000000002E-4    870                      7.017303311069179E-13
1.0000000000000002E-4    880                      7.025162955505514E-13
1.0000000000000002E-4    890                      7.032711832415851E-13
1.0000000000000002E-4    900                      7.039769170306358E-13
1.0000000000000002E-4    910                      7.04623636038253E-13
1.0000000000000002E-4    920                      7.052501768383022E-13
1.0000000000000002E-4    930                      7.058261579017686E-13
1.0000000000000002E-4    940                      7.063680255742345E-13
1.0000000000000002E-4    950                      7.068960987165258E-13
1.0000000000000002E-4    960                      7.073758310997112E-13
1.0000000000000002E-4    970                      7.078041886475103E-13
1.0000000000000002E-4    980                      7.082277220842515E-13
1.0000000000000002E-4    990                      7.086407159556946E-13
1.0000000000000002E-4    1000                     7.090227995036615E-13
1.0000000000000002E-4    1010                     7.093870811282386E-13
1.0000000000000002E-4    1020                     7.097292613734318E-13
1.0000000000000002E-4    1030                     7.100481534645112E-13
1.0000000000000002E-4    1040                     7.103510893702441E-13
1.0000000000000002E-4    1050                     7.106209568605538E-13
1.0000000000000002E-4    1060                     7.108801638624536E-13
1.0000000000000002E-4    1070                     7.111264963029101E-13
1.0000000000000002E-4    1080                     7.113390759543399E-13
1.0000000000000002E-4    1090                     7.115376580216054E-13
1.0000000000000002E-4    1100                     7.11734346862571E-13
1.0000000000000002E-4    1110                     7.119220081573575E-13
1.0000000000000002E-4    1120                     7.120937845778062E-13
1.0000000000000002E-4    1130                     7.122588912161001E-13
1.0000000000000002E-4    1140                     7.124096274739828E-13
1.0000000000000002E-4    1150                     7.125529654541022E-13
1.0000000000000002E-4    1160                     7.126844004165224E-13
1.0000000000000002E-4    1170                     7.12801524451156E-13
1.0000000000000002E-4    1180                     7.12915047541398E-13
1.0000000000000002E-4    1190                     7.130165311533652E-13
1.0000000000000002E-4    1200                     7.131054872563538E-13
1.0000000000000002E-4    1210                     7.131933216492797E-13
1.0000000000000002E-4    1220                     7.132791398602425E-13
1.0000000000000002E-4    1230                     7.133580596445269E-13
1.0000000000000002E-4    1240                     7.134304667886782E-13
1.0000000000000002E-4    1250                     7.134992055184056E-13
1.0000000000000002E-4    1260                     7.135615562397686E-13
1.0000000000000002E-4    1270                     7.136209638426518E-13
1.0000000000000002E-4    1280                     7.136734179799659E-13
1.0000000000000002E-4    1290                     7.137221882530446E-13
1.0000000000000002E-4    1300                     7.137679054176451E-13
1.0000000000000002E-4    1310                     7.138082774374231E-13
1.0000000000000002E-4    1320                     7.138469429571157E-13
1.0000000000000002E-4    1330                     7.138830510495317E-13
1.0000000000000002E-4    1340                     7.1391335467055E-13
1.0000000000000002E-4    1350                     7.139423766366691E-13
1.0000000000000002E-4    1360                     7.139709691174822E-13
1.0000000000000002E-4    1370                     7.139978551079528E-13
1.0000000000000002E-4    1380                     7.140217060475204E-13
1.0000000000000002E-4    1390                     7.140444401411887E-13
1.0000000000000002E-4    1400                     7.140649390839172E-13
1.0000000000000002E-4    1410                     7.140842311313656E-13
1.0000000000000002E-4    1420                     7.14101757012116E-13
1.0000000000000002E-4    1430                     7.141171738626157E-13
1.0000000000000002E-4    1440                     7.141319179412899E-13
1.0000000000000002E-4    1450                     7.14144911494448E-13
1.0000000000000002E-4    1460                     7.141560662346602E-13
1.0000000000000002E-4    1470                     7.141667261001645E-13
1.0000000000000002E-4    1480                     7.141765790748156E-13
1.0000000000000002E-4    1490                     7.141857314864948E-13
1.0000000000000002E-4    1500                     7.141946580589054E-13
1.0000000000000002E-4    1510                     7.142032216665838E-13
1.0000000000000002E-4    1520                     7.142107481780658E-13
1.0000000000000002E-4    1530                     7.142176708950619E-13
1.0000000000000002E-4    1540                     7.142240563687445E-13
1.0000000000000002E-4    1550                     7.142298101602831E-13
1.0000000000000002E-4    1560                     7.142352058059151E-13
1.0000000000000002E-4    1570                     7.142398585687162E-13
1.0000000000000002E-4    1580                     7.142442390557176E-13
1.0000000000000002E-4    1590                     7.142482436978793E-13
1.0000000000000002E-4    1600                     7.142515618906114E-13
1.0000000000000002E-4    1610                     7.142546100743151E-13
1.0000000000000002E-4    1620                     7.142574015231423E-13
1.0000000000000002E-4    1630                     7.142599169251324E-13
1.0000000000000002E-4    1640                     7.142622956469352E-13
1.0000000000000002E-4    1650                     7.142646121017328E-13
1.0000000000000002E-4    1660                     7.14266699322308E-13
1.0000000000000002E-4    1670                     7.14268491792033E-13
1.0000000000000002E-4    1680                     7.142701769102744E-13
1.0000000000000002E-4    1690                     7.142716388583776E-13
1.0000000000000002E-4    1700                     7.142730114040054E-13
1.0000000000000002E-4    1710                     7.14274221345835E-13
1.0000000000000002E-4    1720                     7.142753120904981E-13
1.0000000000000002E-4    1730                     7.142763445705781E-13
1.0000000000000002E-4    1740                     7.142772327709608E-13
1.0000000000000002E-4    1750                     7.142779925299497E-13
1.0000000000000002E-4    1760                     7.14278674128596E-13
1.0000000000000002E-4    1770                     7.142792675140521E-13
1.0000000000000002E-4    1780                     7.142798385876209E-13
1.0000000000000002E-4    1790                     7.142803588320525E-13
1.0000000000000002E-4    1800                     7.142807620134149E-13
1.0000000000000002E-4    1810                     7.142811176858628E-13
1.0000000000000002E-4    1820                     7.142814146229192E-13
1.0000000000000002E-4    1830                     7.142816634689065E-13
1.0000000000000002E-4    1840                     7.142818791725701E-13
1.0000000000000002E-4    1850                     7.142820620228008E-13
1.0000000000000002E-4    1860                     7.142822459999431E-13
1.0000000000000002E-4    1870                     7.142824313181851E-13
1.0000000000000002E-4    1880                     7.14282612912348E-13
1.0000000000000002E-4    1890                     7.142827894102661E-13
1.0000000000000002E-4    1900                     7.142829309239861E-13
1.0000000000000002E-4    1910                     7.142830056889538E-13
1.0000000000000002E-4    1920                     7.142830694095704E-13
1.0000000000000002E-4    1930                     7.142831215413721E-13
1.0000000000000002E-4    1940                     7.142831383898856E-13
1.0000000000000002E-4    1950                     7.142831241546764E-13
1.0000000000000002E-4    1960                     7.142830978695179E-13
1.0000000000000002E-4    1970                     7.142830533328712E-13
1.0000000000000002E-4    1980                     7.142830130215897E-13
1.0000000000000002E-4    1990                     7.142829972872365E-13
1.0000000000000002E-4    2000                     7.142830005864877E-13
1.0000000000000002E-4    2010                     7.142830201199299E-13
1.0000000000000002E-4    2020                     7.142830869791521E-13
1.0000000000000002E-4    2030                     7.142832071387215E-13
1.0000000000000002E-4    2040                     7.142833735308006E-13
1.0000000000000002E-4    2050                     7.142835717602177E-13
1.0000000000000002E-4    2060                     7.142837618989219E-13
1.0000000000000002E-4    2070                     7.14283941966734E-13
1.0000000000000002E-4    2080                     7.142840867457694E-13
1.0000000000000002E-4    2090                     7.142841706872276E-13
1.0000000000000002E-4    2100                     7.142842365702411E-13
1.0000000000000002E-4    2110                     7.142842738711191E-13
1.0000000000000002E-4    2120                     7.142843029893571E-13
1.0000000000000002E-4    2130                     7.142843453076342E-13
1.0000000000000002E-4    2140                     7.142844139618982E-13
1.0000000000000002E-4    2150                     7.142844907295961E-13
1.0000000000000002E-4    2160                     7.142845837236596E-13
1.0000000000000002E-4    2170                     7.142846766133437E-13
1.0000000000000002E-4    2180                     7.142847365110831E-13
1.0000000000000002E-4    2190                     7.142847606661381E-13
1.0000000000000002E-4    2200                     7.14284755546977E-13
1.0000000000000002E-4    2210                     7.142847422967793E-13
1.0000000000000002E-4    2220                     7.142847197077655E-13
1.0000000000000002E-4    2230                     7.14284672328421E-13
1.0000000000000002E-4    2240                     7.142846108697449E-13
1.0000000000000002E-4    2250                     7.142845385612154E-13
1.0000000000000002E-4    2260                     7.14284456756635E-13
1.0000000000000002E-4    2270                     7.142843870522973E-13
1.0000000000000002E-4    2280                     7.142843539969931E-13
1.0000000000000002E-4    2290                     7.142843384518428E-13
1.0000000000000002E-4    2300                     7.142843430451758E-13
1.0000000000000002E-4    2310                     7.142843741397193E-13
1.0000000000000002E-4    2320                     7.142843862212688E-13
1.0000000000000002E-4    2330                     7.142843651651032E-13
1.0000000000000002E-4    2340                     7.142843150832619E-13
1.0000000000000002E-4    2350                     7.142842504606457E-13
1.0000000000000002E-4    2360                     7.142841813399647E-13
1.0000000000000002E-4    2370                     7.142840976393329E-13
1.0000000000000002E-4    2380                     7.142839962627306E-13
1.0000000000000002E-4    2390                     7.142838894879551E-13
1.0000000000000002E-4    2400                     7.1428377372174E-13
1.0000000000000002E-4    2410                     7.142836635542465E-13
1.0000000000000002E-4    2420                     7.142835860359881E-13
1.0000000000000002E-4    2430                     7.142835436728769E-13
1.0000000000000002E-4    2440                     7.142835170464776E-13
1.0000000000000002E-4    2450                     7.142835246696007E-13
1.0000000000000002E-4    2460                     7.142835377579004E-13
1.0000000000000002E-4    2470                     7.142835192853777E-13
1.0000000000000002E-4    2480                     7.142834756667575E-13
1.0000000000000002E-4    2490                     7.142834255240294E-13
1.0000000000000002E-4    2500                     7.142833625651414E-13
1.0000000000000002E-4    2510                     7.142832718262494E-13
1.0000000000000002E-4    2520                     7.14283172047935E-13
1.0000000000000002E-4    2530                     7.14283066093632E-13
1.0000000000000002E-4    2540                     7.142829546797142E-13
1.0000000000000002E-4    2550                     7.142828470243475E-13
1.0000000000000002E-4    2560                     7.142827681162974E-13
1.0000000000000002E-4    2570                     7.142827091088556E-13
1.0000000000000002E-4    2580                     7.142826864741243E-13
1.0000000000000002E-4    2590                     7.142826976199031E-13
1.0000000000000002E-4    2600                     7.142827129847326E-13
1.0000000000000002E-4    2610                     7.142827251285584E-13
1.0000000000000002E-4    2620                     7.142827038499836E-13
1.0000000000000002E-4    2630                     7.142826738990378E-13
1.0000000000000002E-4    2640                     7.142826370643486E-13
1.0000000000000002E-4    2650                     7.142825808348909E-13
1.0000000000000002E-4    2660                     7.142825079945997E-13
1.0000000000000002E-4    2670                     7.142824306272185E-13
1.0000000000000002E-4    2680                     7.142823479160721E-13
1.0000000000000002E-4    2690                     7.142822746221103E-13
1.0000000000000002E-4    2700                     7.142822381032362E-13
1.0000000000000002E-4    2710                     7.142822279168935E-13
1.0000000000000002E-4    2720                     7.142822383760683E-13
1.0000000000000002E-4    2730                     7.142823052084647E-13
1.0000000000000002E-4    2740                     7.142824307601197E-13
1.0000000000000002E-4    2750                     7.142826044883478E-13
1.0000000000000002E-4    2760                     7.142828137939656E-13
1.0000000000000002E-4    2770                     7.142830170844076E-13
1.0000000000000002E-4    2780                     7.14283210870787E-13
1.0000000000000002E-4    2790                     7.14283371700661E-13
1.0000000000000002E-4    2800                     7.142834741211426E-13
1.0000000000000002E-4    2810                     7.142835589050718E-13
1.0000000000000002E-4    2820                     7.142836166371859E-13
1.0000000000000002E-4    2830                     7.142836662731459E-13
1.0000000000000002E-4    2840                     7.14283729503981E-13
1.0000000000000002E-4    2850                     7.142838199636993E-13
1.0000000000000002E-4    2860                     7.142839187394465E-13
1.0000000000000002E-4    2870                     7.142840337969109E-13
1.0000000000000002E-4    2880                     7.142841494739474E-13
1.0000000000000002E-4    2890                     7.14284232204782E-13
1.0000000000000002E-4    2900                     7.14284278834553E-13
1.0000000000000002E-4    2910                     7.142842955180762E-13
1.0000000000000002E-4    2920                     7.142843036490204E-13
1.0000000000000002E-4    2930                     7.142843024591874E-13
1.0000000000000002E-4    2940                     7.14284276040048E-13
1.0000000000000002E-4    2950                     7.142842344648608E-13
1.0000000000000002E-4    2960                     7.142841818163565E-13
1.0000000000000002E-4    2970                     7.142841186581224E-13
1.0000000000000002E-4    2980                     7.142840666586945E-13
1.0000000000000002E-4    2990                     7.142840499936829E-13
1.0000000000000002E-4    3000                     7.142840508527884E-13
1.0000000000000002E-4    3010                     7.142840708659179E-13
1.0000000000000002E-4    3020                     7.142841163629598E-13
1.0000000000000002E-4    3030                     7.14284143241403E-13
1.0000000000000002E-4    3040                     7.142841363658323E-13
1.0000000000000002E-4    3050                     7.142840997715845E-13
1.0000000000000002E-4    3060                     7.142840478394751E-13
1.0000000000000002E-4    3070                     7.142839913354164E-13
1.0000000000000002E-4    3080                     7.142839199175747E-13
1.0000000000000002E-4    3090                     7.142838297608875E-13
1.0000000000000002E-4    3100                     7.142837338724715E-13
1.0000000000000002E-4    3110                     7.142836281992293E-13
1.0000000000000002E-4    3120                     7.142835273742489E-13
1.0000000000000002E-4    3130                     7.142834577125025E-13
1.0000000000000002E-4    3140                     7.14283423495961E-13
1.0000000000000002E-4    3150                     7.142834043401751E-13
1.0000000000000002E-4    3160                     7.142834185023956E-13
1.0000000000000002E-4    3170                     7.142834385979724E-13
1.0000000000000002E-4    3180                     7.142834270711132E-13
1.0000000000000002E-4    3190                     7.142833897381584E-13
1.0000000000000002E-4    3200                     7.142833456289338E-13
1.0000000000000002E-4    3210                     7.142832888381236E-13
1.0000000000000002E-4    3220                     7.14283203795462E-13
1.0000000000000002E-4    3230                     7.142831090651042E-13
1.0000000000000002E-4    3240                     7.142830079788183E-13
1.0000000000000002E-4    3250                     7.142829009573434E-13
1.0000000000000002E-4    3260                     7.142827972416E-13
1.0000000000000002E-4    3270                     7.142827213602014E-13
1.0000000000000002E-4    3280                     7.142826654185002E-13
1.0000000000000002E-4    3290                     7.142826450825049E-13
1.0000000000000002E-4    3300                     7.142826588873474E-13
1.0000000000000002E-4    3310                     7.142826762655591E-13
1.0000000000000002E-4    3320                     7.142826930994665E-13
1.0000000000000002E-4    3330                     7.14282674066316E-13
1.0000000000000002E-4    3340                     7.14282641134742E-13
1.0000000000000002E-4    3350                     7.142826029138185E-13
1.0000000000000002E-4    3360                     7.142825487294655E-13
1.0000000000000002E-4    3370                     7.14282480577719E-13
1.0000000000000002E-4    3380                     7.142824071731127E-13
1.0000000000000002E-4    3390                     7.142823273249428E-13
1.0000000000000002E-4    3400                     7.142822565643438E-13
1.0000000000000002E-4    3410                     7.142822228011557E-13
1.0000000000000002E-4    3420                     7.142822165149968E-13
1.0000000000000002E-4    3430                     7.142822267820865E-13
1.0000000000000002E-4    3440                     7.142822989336741E-13
1.0000000000000002E-4    3450                     7.14282421597718E-13
1.0000000000000002E-4    3460                     7.142825568851141E-13
1.0000000000000002E-4    3470                     7.142827263862171E-13
1.0000000000000002E-4    3480                     7.142829613242671E-13
1.0000000000000002E-4    3490                     7.142831994117638E-13
1.0000000000000002E-4    3500                     7.142833784337239E-13
1.0000000000000002E-4    3510                     7.142835046270441E-13
1.0000000000000002E-4    3520                     7.142835954007589E-13
1.0000000000000002E-4    3530                     7.142836333674535E-13
1.0000000000000002E-4    3540                     7.142836705270711E-13
1.0000000000000002E-4    3550                     7.142837372462666E-13
1.0000000000000002E-4    3560                     7.142838918569354E-13
1.0000000000000002E-4    3570                     7.142840837428001E-13
1.0000000000000002E-4    3580                     7.14284310267456E-13
1.0000000000000002E-4    3590                     7.142845484171622E-13
1.0000000000000002E-4    3600                     7.142847749280748E-13
1.5000000000000001E-4    0                        4.961727381643377E-15
1.5000000000000001E-4    10                       1.7863888398215953E-13
1.5000000000000001E-4    20                       2.351865529001495E-13
1.5000000000000001E-4    30                       2.8011080921520997E-13
1.5000000000000001E-4    40                       3.16882562165364E-13
1.5000000000000001E-4    50                       3.3867275300907575E-13
1.5000000000000001E-4    60                       3.46615665247187E-13
1.5000000000000001E-4    70                       3.490763415756655E-13
1.5000000000000001E-4    80                       3.5542659760318933E-13
1.5000000000000001E-4    90                       3.697247939764113E-13
1.5000000000000001E-4    100                      3.8885705748090366E-13
1.5000000000000001E-4    110                      4.0591662667498856E-13
1.5000000000000001E-4    120                      4.1580899984985385E-13
1.5000000000000001E-4    130                      4.1885260595794503E-13
1.5000000000000001E-4    140                      4.2001215534583487E-13
1.5000000000000001E-4    150                      4.2660091880712266E-13
1.5000000000000001E-4    160                      4.3672643121910715E-13
1.5000000000000001E-4    170                      4.4651484369482906E-13
1.5000000000000001E-4    180                      4.555315274241675E-13
1.5000000000000001E-4    190                      4.63789003569731E-13
1.5000000000000001E-4    200                      4.717570708254971E-13
1.5000000000000001E-4    210                      4.799686716105629E-13
1.5000000000000001E-4    220                      4.885107847492119E-13
1.5000000000000001E-4    230                      4.968764426336422E-13
1.5000000000000001E-4    240                      5.051902785183199E-13
1.5000000000000001E-4    250                      5.133831692435251E-13
1.5000000000000001E-4    260                      5.213300573247851E-13
1.5000000000000001E-4    270                      5.289858779222875E-13
1.5000000000000001E-4    280                      5.364026851233414E-13
1.5000000000000001E-4    290                      5.436748650991983E-13
1.5000000000000001E-4    300                      5.508620681206506E-13
1.5000000000000001E-4    310                      5.579480076763248E-13
1.5000000000000001E-4    320                      5.647825680032897E-13
1.5000000000000001E-4    330                      5.714331705478481E-13
1.5000000000000001E-4    340                      5.779569413907607E-13
1.5000000000000001E-4    350                      5.842962088526882E-13
1.5000000000000001E-4    360                      5.905645530037194E-13
1.5000000000000001E-4    370                      5.965872450697281E-13
1.5000000000000001E-4    380                      6.023105629425913E-13
1.5000000000000001E-4    390                      6.079303658678977E-13
1.5000000000000001E-4    400                      6.131952716901445E-13
1.5000000000000001E-4    410                      6.182849740709401E-13
1.5000000000000001E-4    420                      6.233309494192462E-13
1.5000000000000001E-4    430                      6.282120941872455E-13
1.5000000000000001E-4    440                      6.32834696392629E-13
1.5000000000000001E-4    450                      6.373508184405854E-13
1.5000000000000001E-4    460                      6.416327746993892E-13
1.5000000000000001E-4    470                      6.457951153090395E-13
1.5000000000000001E-4    480                      6.49734352392368E-13
1.5000000000000001E-4    490                      6.535203943017366E-13
1.5000000000000001E-4    500                      6.571370678816509E-13
1.5000000000000001E-4    510                      6.603528919717748E-13
1.5000000000000001E-4    520                      6.634381700774552E-13
1.5000000000000001E-4    530                      6.664648969717022E-13
1.5000000000000001E-4    540                      6.69453359960025E-13
1.5000000000000001E-4    550                      6.722994072250968E-13
1.5000000000000001E-4    560                      6.748843446553345E-13
1.5000000000000001E-4    570                      6.771947582914119E-13
1.5000000000000001E-4    580                      6.793568591020606E-13
1.5000000000000001E-4    590                      6.815301878865702E-13
1.5000000000000001E-4    600                      6.836622687920194E-13
1.5000000000000001E-4    610                      6.857106143912288E-13
1.5000000000000001E-4    620                      6.876767427088216E-13
1.5000000000000001E-4    630                      6.894295485278429E-13
1.5000000000000001E-4    640                      6.910226390300073E-13
1.5000000000000001E-4    650                      6.926026070781396E-13
1.5000000000000001E-4    660                      6.941475909423733E-13
1.5000000000000001E-4    670                      6.95580591753818E-13
