% Model:              fff-holesurface-binding-with epi-new_kb5E-2.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 24 2026, 15:21
% Q (L/min)              Time (s)                N_bound (mol/m^2)
5.000000000000001E-5     1440                     1.1225118348430965E-13
5.000000000000001E-5     1450                     1.1228448039198336E-13
5.000000000000001E-5     1460                     1.123157048703123E-13
5.000000000000001E-5     1470                     1.1234671025117279E-13
5.000000000000001E-5     1480                     1.1237698052555757E-13
5.000000000000001E-5     1490                     1.1240552342486429E-13
5.000000000000001E-5     1500                     1.1243185579391251E-13
5.000000000000001E-5     1510                     1.1245725175757373E-13
5.000000000000001E-5     1520                     1.124823179757402E-13
5.000000000000001E-5     1530                     1.1250631537752774E-13
5.000000000000001E-5     1540                     1.1252862867949574E-13
5.000000000000001E-5     1550                     1.1254952386772467E-13
5.000000000000001E-5     1560                     1.1257016342576561E-13
5.000000000000001E-5     1570                     1.1259023206551092E-13
5.000000000000001E-5     1580                     1.1260971793438564E-13
5.000000000000001E-5     1590                     1.126283551348904E-13
5.000000000000001E-5     1600                     1.1264565600259698E-13
5.000000000000001E-5     1610                     1.1266232868449158E-13
5.000000000000001E-5     1620                     1.1267759942104641E-13
5.000000000000001E-5     1630                     1.1269253065607442E-13
5.000000000000001E-5     1640                     1.1270687546006809E-13
5.000000000000001E-5     1650                     1.1272083646809104E-13
5.000000000000001E-5     1660                     1.1273398463820901E-13
5.000000000000001E-5     1670                     1.1274624982428836E-13
5.000000000000001E-5     1680                     1.1275815056080003E-13
5.000000000000001E-5     1690                     1.1276943889377084E-13
5.000000000000001E-5     1700                     1.1277985532603912E-13
5.000000000000001E-5     1710                     1.1279007801845401E-13
5.000000000000001E-5     1720                     1.1279975056488531E-13
5.000000000000001E-5     1730                     1.1280895857824092E-13
5.000000000000001E-5     1740                     1.1281792584064098E-13
5.000000000000001E-5     1750                     1.1282625735119876E-13
5.000000000000001E-5     1760                     1.1283414243351538E-13
5.000000000000001E-5     1770                     1.1284180941990399E-13
5.000000000000001E-5     1780                     1.1284891058375241E-13
5.000000000000001E-5     1790                     1.1285579079507E-13
5.000000000000001E-5     1800                     1.1286241932332408E-13
5.000000000000001E-5     1810                     1.1286853066948628E-13
5.000000000000001E-5     1820                     1.1287451744355465E-13
5.000000000000001E-5     1830                     1.1288015844209654E-13
5.000000000000001E-5     1840                     1.1288534989286082E-13
5.000000000000001E-5     1850                     1.1289047830366873E-13
5.000000000000001E-5     1860                     1.1289539898030572E-13
5.000000000000001E-5     1870                     1.1290012786720093E-13
5.000000000000001E-5     1880                     1.129046107830121E-13
5.000000000000001E-5     1890                     1.1290876509170201E-13
5.000000000000001E-5     1900                     1.1291283247564408E-13
5.000000000000001E-5     1910                     1.1291666496442583E-13
5.000000000000001E-5     1920                     1.1292018291299934E-13
5.000000000000001E-5     1930                     1.1292350199985058E-13
5.000000000000001E-5     1940                     1.1292676202712473E-13
5.000000000000001E-5     1950                     1.1292995665662213E-13
5.000000000000001E-5     1960                     1.1293293845818457E-13
5.000000000000001E-5     1970                     1.1293579271204541E-13
5.000000000000001E-5     1980                     1.1293854955671574E-13
5.000000000000001E-5     1990                     1.1294104213142176E-13
5.000000000000001E-5     2000                     1.129434633059416E-13
5.000000000000001E-5     2010                     1.1294582749162617E-13
5.000000000000001E-5     2020                     1.1294805850931394E-13
5.000000000000001E-5     2030                     1.129501171676861E-13
5.000000000000001E-5     2040                     1.1295212131364883E-13
5.000000000000001E-5     2050                     1.129540699795957E-13
5.000000000000001E-5     2060                     1.1295589805482553E-13
5.000000000000001E-5     2070                     1.1295757874842283E-13
5.000000000000001E-5     2080                     1.1295917799283131E-13
5.000000000000001E-5     2090                     1.1296075856105702E-13
5.000000000000001E-5     2100                     1.1296229148375605E-13
5.000000000000001E-5     2110                     1.1296370686734485E-13
5.000000000000001E-5     2120                     1.1296508786799701E-13
5.000000000000001E-5     2130                     1.1296639484442665E-13
5.000000000000001E-5     2140                     1.1296758766625257E-13
5.000000000000001E-5     2150                     1.1296876439648802E-13
5.000000000000001E-5     2160                     1.1296990059529426E-13
5.000000000000001E-5     2170                     1.1297096128829583E-13
5.000000000000001E-5     2180                     1.1297194880082804E-13
5.000000000000001E-5     2190                     1.1297292092388089E-13
5.000000000000001E-5     2200                     1.1297385445838436E-13
5.000000000000001E-5     2210                     1.1297472057305074E-13
5.000000000000001E-5     2220                     1.1297552068987832E-13
5.000000000000001E-5     2230                     1.1297630431138841E-13
5.000000000000001E-5     2240                     1.129770710564918E-13
5.000000000000001E-5     2250                     1.1297779521135203E-13
5.000000000000001E-5     2260                     1.1297846138991439E-13
5.000000000000001E-5     2270                     1.1297910489360689E-13
5.000000000000001E-5     2280                     1.1297973351308458E-13
5.000000000000001E-5     2290                     1.1298032562046316E-13
5.000000000000001E-5     2300                     1.1298086969774977E-13
5.000000000000001E-5     2310                     1.1298139603035665E-13
5.000000000000001E-5     2320                     1.1298191038653378E-13
5.000000000000001E-5     2330                     1.1298239512796659E-13
5.000000000000001E-5     2340                     1.1298284040830607E-13
5.000000000000001E-5     2350                     1.1298327067696734E-13
5.000000000000001E-5     2360                     1.1298369075479859E-13
5.000000000000001E-5     2370                     1.1298408569117412E-13
5.000000000000001E-5     2380                     1.1298444680269721E-13
5.000000000000001E-5     2390                     1.1298478847762952E-13
5.000000000000001E-5     2400                     1.1298512600802539E-13
5.000000000000001E-5     2410                     1.1298544946707473E-13
5.000000000000001E-5     2420                     1.1298574829633988E-13
5.000000000000001E-5     2430                     1.129860260497235E-13
5.000000000000001E-5     2440                     1.1298629953743676E-13
5.000000000000001E-5     2450                     1.1298656106633212E-13
5.000000000000001E-5     2460                     1.1298680212053417E-13
5.000000000000001E-5     2470                     1.1298702623765499E-13
5.000000000000001E-5     2480                     1.129872469312784E-13
5.000000000000001E-5     2490                     1.1298745786062184E-13
5.000000000000001E-5     2500                     1.1298765205416E-13
5.000000000000001E-5     2510                     1.1298783247794451E-13
5.000000000000001E-5     2520                     1.1298801021776206E-13
5.000000000000001E-5     2530                     1.1298818036124336E-13
5.000000000000001E-5     2540                     1.1298833752204375E-13
5.000000000000001E-5     2550                     1.1298848414349184E-13
5.000000000000001E-5     2560                     1.1298862867765392E-13
5.000000000000001E-5     2570                     1.1298876721763344E-13
5.000000000000001E-5     2580                     1.1298889544153182E-13
5.000000000000001E-5     2590                     1.1298901508208495E-13
5.000000000000001E-5     2600                     1.1298913299397749E-13
5.000000000000001E-5     2610                     1.1298924603177151E-13
5.000000000000001E-5     2620                     1.1298934940594547E-13
5.000000000000001E-5     2630                     1.129894479178532E-13
