frame,id,lobeDist,intensity[photon],offset[photon],UncertaintyX,UncertaintyY,UncertaintyZ,x[nm],y[nm],z[nm],Probe
6,1,9.78316582802512,3998.89827631951,22.5743345307903,13.1407646806424,13.4749370888711,20.203734118384,20885.777980016,20813.0695921899,-1189.36054129441,0
8,2,9.5280761460978,2959.35221422244,22.5730571881021,16.1207278444593,16.6290890856475,24.8125065743396,20904.1181725455,20781.3765247755,-1201.89881103615,0
22,3,7.02647990094508,2301.1632152564,22.4451801674486,19.2103369577509,19.9203129824823,29.5966309699974,26415.849045044,19092.0831159749,975.93082048261,0
23,4,6.62187508832907,2559.7484552564,22.4451801674486,17.8159106510354,18.4316707766936,27.436534840602,26409.9740576871,19065.5636322748,964.790200565617,0
32,5,8.89133346657679,3404.93905089058,21.245550981465,14.4868022552365,14.8836589432457,22.281093735027,30726.133941415,8787.75828984461,-1431.43824374573,0
32,6,6.26851820256009,2394.44004508342,22.2021826015746,18.6332447039916,19.3005131327893,28.7016374087953,23154.7321053343,17697.2788047621,880.805468297039,0
33,7,8.83450748524143,3239.63392089058,21.245550981465,14.9830886591127,15.4085380790457,23.0485294513595,30745.7842746323,8790.96353609214,-1525.43931256118,0
33,8,6.23389404082645,2306.7809712115,22.1847497139182,19.1297089167726,19.8305576430796,29.470716830201,23130.3142826011,17685.8943262405,927.926015487782,0
34,9,6.47742460250777,2385.82787908342,22.2021826015746,18.6808396371707,19.3513285933054,28.7753676898049,23154.1400092017,17714.4684068494,853.704293150058,0
34,10,8.58157782787496,2535.50675289058,21.245550981465,17.7382322136437,18.3335665756608,27.3120235442629,30709.4546353657,8799.17991521573,-1505.334429299,0
35,11,6.6131919115587,3019.05335308342,22.2021826015746,15.8503602937873,16.3379442600638,24.3929907145149,23142.7875184986,17699.5893510032,877.394997418162,0
35,12,8.61868536991286,3331.17397689058,21.245550981465,14.7028055744407,15.1120266269496,22.6150898700606,30722.9680404401,8804.48390796816,-1478.73578777845,0
54,13,9.15626927854563,3285.95520548089,21.2972126925269,14.8459167124296,15.2639351568767,22.8365429038177,30646.0342214316,9016.31198394371,-1368.82203194439,0
55,14,9.36630767531121,2860.67719748089,21.2972126925269,16.3209352285909,16.8272153208399,25.1183469664764,30630.7596293773,9017.20128739067,-1400.04321859825,0
56,15,9.17123742919452,2781.49372748089,21.2972126925269,16.6402438810118,17.1663343302173,25.612499858087,30640.0593142841,9007.87024189251,-1367.71196908716,0
66,16,7.84304195546782,3180.51272479359,21.2631257774466,15.1740528933659,15.6108649144794,23.3439273240034,26023.4245874664,9090.4166169736,-1508.04845127369,0
70,17,8.28283959045454,4148.06322307106,21.2601006956367,12.7000529741325,12.9997448277271,19.519724269232,26016.5077352936,9115.26792081774,-1513.84706958592,0
